calcAzimuth,gesture,stepLength,timeMillis
42.93973,0,0.65,1557196444320
217.4346,0,0.65,1557196446370
213.04214,0,0.65,1557196447090
209.4191,0,0.65,1557196447730
211.23062,0,0.65,1557196448360
213.78635,0,0.65,1557196448950
212.50848,0,0.65,1557196449550
213.14742,0,0.65,1557196450140
212.82796,0,0.65,1557196450720
212.98769,0,0.65,1557196451310
212.90782,0,0.65,1557196451900
212.94775,0,0.65,1557196452480
212.92778,0,0.65,1557196453050
212.93777,0,0.65,1557196453640
212.93279,0,0.65,1557196454220
212.93527,0,0.65,1557196454800
212.93402,0,0.65,1557196455400
212.93465,0,0.65,1557196455990
212.93434,0,0.65,1557196456580
212.9345,0,0.65,1557196457170
212.93442,0,0.65,1557196457790
201.97592,0,0.65,1557196458410
207.45517,0,0.65,1557196459020
211.90923,0,0.65,1557196459620
209.68219,0,0.65,1557196460200
210.79572,0,0.65,1557196460800
210.23895,0,0.65,1557196461390
210.51733,0,0.65,1557196461960
210.37814,0,0.65,1557196462590
210.44774,0,0.65,1557196463170
210.41293,0,0.65,1557196463750
210.43034,0,0.65,1557196464350
210.42163,0,0.65,1557196464930
210.42598,0,0.65,1557196465540
210.42381,0,0.65,1557196466130
210.4249,0,0.65,1557196466720
210.42436,0,0.65,1557196467320
217.3326,0,0.65,1557196467910
213.87848,0,0.65,1557196468490
212.1478,0,0.65,1557196469080
213.02373,0,0.65,1557196469660
199.91257,0,0.65,1557196470270
185.07062,0,0.65,1557196470870
185.85779,0,0.65,1557196471450
127.02991,0,0.65,1557196472070
111.941795,0,0.65,1557196472610
84.679634,0,0.65,1557196473220
84.449615,0,0.65,1557196473830
100.084656,0,0.65,1557196474400
111.856224,0,0.65,1557196474980
110.91609,0,0.65,1557196475550
110.03926,0,0.65,1557196476130
107.895775,0,0.65,1557196476710
106.92724,0,0.65,1557196477290
101.80971,0,0.65,1557196477890
109.40982,0,0.65,1557196478490
121.041214,0,0.65,1557196479090
115.22552,0,0.65,1557196479680
119.68768,0,0.65,1557196480290
122.38849,0,0.65,1557196480910
122.652405,0,0.65,1557196481490
116.67767,0,0.65,1557196482040
99.922165,0,0.65,1557196482620
92.114685,0,0.65,1557196483190
90.82215,0,0.65,1557196483820
105.70877,0,0.65,1557196484360
118.213974,0,0.65,1557196485010
107.107185,0,0.65,1557196485600
96.94587,0,0.65,1557196486200
92.610535,0,0.65,1557196486790
97.59509,0,0.65,1557196487370
106.17757,0,0.65,1557196487970
101.88633,0,0.65,1557196488580
91.24242,0,0.65,1557196489160
91.28194,0,0.65,1557196489750
98.82192,0,0.65,1557196490360
94.47215,0,0.65,1557196490940
98.6589,0,0.65,1557196491560
108.209305,0,0.65,1557196492230
103.43073,0,0.65,1557196492800
109.70987,0,0.65,1557196493420
116.94286,0,0.65,1557196494040
117.199295,0,0.65,1557196494620
118.66028,0,0.65,1557196495200
100.59204,0,0.65,1557196495770
100.2225,0,0.65,1557196496350
118.30834,0,0.65,1557196496910
124.69853,0,0.65,1557196497530
129.6605,0,0.65,1557196498090
121.8321,0,0.65,1557196498690
119.84524,0,0.65,1557196499260
125.82074,0,0.65,1557196499900
122.83299,0,0.65,1557196500450
127.2721,0,0.65,1557196501080
108.20049,0,0.65,1557196501670
90.34658,0,0.65,1557196502270
85.44115,0,0.65,1557196502880
98.84727,0,0.65,1557196503490
121.38508,0,0.65,1557196504050
127.89124,0,0.65,1557196504690
112.06812,0,0.65,1557196505300
105.32951,0,0.65,1557196505880
103.474335,0,0.65,1557196506470
103.10436,0,0.65,1557196507080
109.75395,0,0.65,1557196507680
102.266914,0,0.65,1557196508280
96.8244,0,0.65,1557196508880
96.24453,0,0.65,1557196509490
90.305824,0,0.65,1557196510130
87.46005,0,0.65,1557196510790
101.0709,0,0.65,1557196511470
120.11611,0,0.65,1557196512130
126.80948,0,0.65,1557196512820
120.94749,0,0.65,1557196514350
203.13406,0,0.325,1557196515150
118.76018,0,0.325,1557196515620
126.1994,0,0.325,1557196516670
253.50867,0,0.13,1557196517500
282.40012,0,0.325,1557196518220
42.736916,0,0.325,1557196518910
42.268776,0,0.65,1557196519600
288.43567,0,0.65,1557196520220
277.68173,0,0.65,1557196520880
268.13,0,0.65,1557196521520
283.52246,0,0.65,1557196522140
287.4617,0,0.65,1557196522720
292.55893,0,0.65,1557196523330
292.69226,0,0.65,1557196523940
287.50714,0,0.65,1557196524590
283.47385,0,0.65,1557196525210
281.4063,0,0.65,1557196525830
283.64102,0,0.65,1557196526430
282.34937,0,0.65,1557196527030
286.49283,0,0.65,1557196527640
284.721,0,0.65,1557196528280
291.72424,0,0.65,1557196528880
290.87396,0,0.65,1557196529480
263.60342,0,0.65,1557196530050
267.29358,0,0.65,1557196530640
283.5865,0,0.65,1557196531230
288.1468,0,0.65,1557196531890
287.21207,0,0.65,1557196532460
286.68106,0,0.65,1557196533110
300.522,0,0.65,1557196533720
293.60153,0,0.65,1557196534300
295.10956,0,0.65,1557196534910
297.64288,0,0.65,1557196535530
283.90393,0,0.65,1557196536130
277.19327,0,0.65,1557196536730
270.85382,0,0.65,1557196537330
274.75793,0,0.65,1557196537920
289.3169,0,0.65,1557196538500
285.14374,0,0.65,1557196539090
278.70035,0,0.65,1557196539720
283.27567,0,0.65,1557196540300
279.55975,0,0.65,1557196540900
274.6135,0,0.65,1557196541470
287.7801,0,0.65,1557196542040
281.26196,0,0.65,1557196542640
273.6714,0,0.65,1557196543260
283.91867,0,0.65,1557196543840
289.43958,0,0.65,1557196544430
294.70752,0,0.65,1557196545020
291.7076,0,0.65,1557196545610
289.68805,0,0.65,1557196546210
291.97256,0,0.65,1557196546840
281.50964,0,0.65,1557196547400
277.9297,0,0.65,1557196548010
276.78967,0,0.65,1557196548590
264.85046,0,0.65,1557196549200
264.0078,0,0.65,1557196549780
267.28888,0,0.65,1557196550390
280.63132,0,0.65,1557196550890
273.96008,0,0.65,1557196551620
277.29572,0,0.65,1557196552220
303.24884,0,0.65,1557196552830
307.03064,0,0.65,1557196553390
287.60876,0,0.65,1557196553990
278.4914,0,0.65,1557196554590
264.65143,0,0.65,1557196555200
258.75208,0,0.65,1557196555740
280.58984,0,0.65,1557196556330
285.0967,0,0.65,1557196556900
270.50403,0,0.65,1557196557460
264.4718,0,0.65,1557196558040
270.46353,0,0.65,1557196558640
269.169,0,0.65,1557196559200
274.52753,0,0.65,1557196559790
271.84827,0,0.65,1557196560340
310.95425,0,0.65,1557196560910
291.40128,0,0.65,1557196561470
300.38678,0,0.65,1557196562030
295.894,0,0.65,1557196562630
288.88565,0,0.65,1557196563170
297.09912,0,0.65,1557196563750
290.61987,0,0.65,1557196564310
285.86398,0,0.65,1557196564890
289.95145,0,0.65,1557196565480
289.17493,0,0.65,1557196566070
288.11737,0,0.65,1557196566660
280.0076,0,0.65,1557196567220
267.38547,0,0.65,1557196567820
264.55112,0,0.65,1557196568430
261.90482,0,0.65,1557196569020
274.89917,0,0.65,1557196569620
300.0503,0,0.65,1557196570200
287.47473,0,0.65,1557196570790
304.2094,0,0.65,1557196571360
295.84207,0,0.65,1557196571940
314.98212,0,0.65,1557196572520
305.41208,0,0.65,1557196573090
292.53793,0,0.65,1557196573670
287.87766,0,0.65,1557196574250
273.52612,0,0.65,1557196574850
273.9695,0,0.65,1557196575440
276.49197,0,0.65,1557196576020
277.62845,0,0.65,1557196576620
275.4569,0,0.65,1557196577200
275.07346,0,0.65,1557196577820
272.6105,0,0.65,1557196578320
275.35056,0,0.65,1557196579000
278.57236,0,0.65,1557196579570
274.10526,0,0.65,1557196580210
278.88657,0,0.65,1557196580800
288.62698,0,0.65,1557196581390
