timeMillis,givenTimeMillis,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy
1546925912493,1546925911920,36.37365786474687,127.36585993872637,98.26244132996433,96.0,Infinity
1546925913470,1546925912927,36.37369800227707,127.36590361687527,105.08096587509868,48.0,Infinity
1546925914485,1546925913920,36.37370508508801,127.36588315914261,98.42536094934869,48.0,Infinity
