bssid,frequency,legit,rss,ssid,timestamp,wifiNo
2c:56:dc:84:dd:88,2462,true,-39,ISILAB_2,1114660518007,1
18:31:bf:46:ff:dc,5805,true,-40,KEAI-5G,1114660518416,1
18:31:bf:46:ff:d8,2412,true,-41,KEAI,1114660517812,1
9c:d6:43:c8:11:80,2457,true,-43,,1114660518394,1
00:24:6c:7d:f6:90,5240,true,-46,Welcome_KAIST,1114660518053,1
00:24:6c:7d:f6:91,5240,true,-46,eduroam,1114660518062,1
2c:56:dc:84:dd:8c,5745,true,-49,ISILAB-5G,1114660518275,1
00:24:6c:7d:f6:e1,2437,true,-52,eduroam,1114660518099,1
00:24:6c:7d:f6:e0,2437,true,-53,Welcome_KAIST,1114660518033,1
60:38:e0:bb:ee:01,2437,true,-54,Lapras2.4G,1114660518090,1
10:6f:3f:e7:e1:a0,2462,true,-54,SmartIoT,1114660518548,1
48:f8:b3:dc:ef:4c,2427,true,-55,KIXLAB_WIFI,1114660517974,1
62:38:e0:bb:ee:01,2437,true,-55,Lapras2.4G-guest,1114660518255,1
90:9f:33:f5:98:04,2422,true,-57,MLILAB824_1,1114660517939,1
9c:d6:43:c8:11:82,5745,true,-57,JoyK,1114660518301,1
00:08:9f:bf:5e:44,2462,true,-57,MoCA,1114660518530,1
92:9f:33:f0:98:04,2422,true,-58,mliguest,1114660517964,1
9c:30:5b:e7:70:3a,2462,true,-59,HP-Print-3a-LaserJet 500,1114660518540,1
00:26:66:69:c8:e8,2462,true,-61,naorobot,1114660518569,1
00:24:6c:7d:f6:f0,5180,true,-62,Welcome_KAIST,1114660517788,1
00:24:6c:7d:f6:f1,5180,true,-63,eduroam,1114660517801,1
00:24:6c:7a:88:f0,5805,true,-63,Welcome_KAIST,1114660518490,1
00:24:6c:7a:88:f1,5805,true,-63,eduroam,1114660518501,1
8a:36:6c:c9:4e:70,2472,true,-63,MLILAB824_2,1114660518578,1
28:6d:97:58:d4:3e,2412,true,-64,[air purifier] Samsung,1114660517825,1
6c:70:9f:e0:92:7e,2432,true,-67,HCIL,1114660518026,1
6e:7e:92:e0:9f:70,2432,true,-67,HCIL guest,1114660518015,1
b0:c7:45:76:40:62,2422,true,-68,BUFFALO-764062_G,1114660517957,1
38:d5:47:e3:57:5c,5745,true,-69,NMSL_N1_721_ASUS5G,1114660518315,1
70:5d:cc:78:5b:28,5745,true,-69,hcil_vr4t5G,1114660518333,1
00:24:6c:7d:f7:31,5805,true,-69,eduroam,1114660518448,1
00:24:6c:7d:f7:30,5805,true,-69,Welcome_KAIST,1114660518437,1
00:24:6c:7a:8b:30,5220,true,-69,Welcome_KAIST,1114660517984,1
00:24:6c:7a:8b:31,5220,true,-69,eduroam,1114660517992,1
70:8b:cd:2f:82:64,5745,true,-70,LIT_5G,1114660518290,1
90:9f:33:12:29:c2,2447,true,-70,Sungpil_RESL,1114660518375,1
00:24:6c:7d:f6:11,5805,true,-71,eduroam,1114660518469,1
10:6f:3f:e7:f2:84,2462,true,-71,DioOpenWrt,1114660518558,1
60:38:e0:bb:ee:02,5200,true,-72,Lapras5G,1114660517884,1
88:36:6c:e9:4e:70,5785,true,-72,MLILAB824_25G,1114660518386,1
90:9f:33:bb:c4:e4,2457,true,-72,Caislab2G,1114660518405,1
62:38:e0:bb:ee:02,5200,true,-73,Lapras5G-guest,1114660517923,1
00:24:6c:7d:f6:10,5805,true,-73,Welcome_KAIST,1114660518428,1
48:f8:b3:dc:ef:4d,5180,true,-75,KIXLAB_WIFI_5GHz,1114660517757,1
10:6f:3f:e7:e1:a1,5240,true,-76,SmartIoT-5G,1114660518045,1
48:f8:b3:dc:ef:4e,5805,true,-76,KIXLAB_WIFI_5GHz,1114660518481,1
70:5d:cc:1b:ae:a4,5745,true,-77,egocoord5G,1114660518353,1
90:9f:33:f5:98:06,5805,true,-77,MLILAB824_15G,1114660518458,1
62:45:b4:ee:da:63,5180,true,-78,,1114660517872,1
6c:70:9f:e0:92:7f,5745,true,-79,HCIL,1114660518342,1
6e:7f:92:e0:9f:70,5745,true,-79,HCIL guest,1114660518323,1
90:9f:33:6b:bc:86,2472,true,-84,NMSL_Server_2.4G,1114660518588,1
b0:c7:45:76:40:63,5200,true,-85,BUFFALO-764062_A,1114660517931,1
00:24:6c:7e:08:11,5180,true,-85,eduroam,1114660517863,1
00:24:6c:7e:08:10,5180,true,-86,Welcome_KAIST,1114660517853,1
c4:e9:84:f8:c7:72,5200,true,-88,irnlp,1114660517949,1
b0:c7:45:76:44:2b,5180,true,-88,WASHERE2,1114660517841,1
00:24:6c:7d:f6:d0,5240,true,-89,Welcome_KAIST,1114660518072,1
00:24:6c:7d:f6:d1,5240,true,-89,eduroam,1114660518081,1
88:36:6c:b3:ef:2e,5745,true,-89,SPIRAL5G,1114660518363,1
90:9f:33:8f:db:e8,2472,true,-89,iptime,1114660518597,1
00:24:6c:7d:f5:11,5805,true,-90,eduroam,1114660518521,1
00:24:6c:7d:f5:10,5805,true,-91,Welcome_KAIST,1114660518511,1
38:d5:47:e3:57:58,2412,true,-41,NMSL_N1_721_ASUS,1114680549522,2
38:d5:47:e3:57:5c,5745,true,-46,NMSL_N1_721_ASUS5G,1114680549773,2
00:24:6c:7d:f6:e1,2437,true,-48,eduroam,1114680549694,2
00:24:6c:7d:f6:e0,2437,true,-48,Welcome_KAIST,1114680549685,2
9c:ad:97:5c:1d:65,2437,true,-50,HP-Print-65-LaserJet 500,1114680549623,2
00:24:6c:7d:f6:f0,5180,true,-53,Welcome_KAIST,1114680549447,2
00:24:6c:7d:f6:f1,5180,true,-54,eduroam,1114680549458,2
70:5d:cc:28:58:42,2462,true,-54,ANLAB 621,1114680550018,2
84:72:07:41:d0:20,2437,true,-57,WINIX SMART Air,1114680549675,2
2c:56:dc:84:dd:88,2462,true,-60,ISILAB_2,1114680550009,2
28:6d:97:58:d4:3e,2412,true,-60,[air purifier] Samsung,1114680549545,2
70:5d:cc:28:58:47,5745,true,-60,ANLAB 621 5G,1114680549791,2
30:b5:c2:bd:d1:ca,2462,true,-62,WINSLAB_5GHz,1114680549965,2
6c:70:9f:e0:92:7e,2432,true,-63,HCIL,1114680549702,2
6c:f3:7f:fa:ab:20,2437,true,-64,Welcome_KAIST,1114680549756,2
6c:f3:7f:fa:ab:21,2437,true,-65,eduroam,1114680549764,2
00:24:6c:7d:f7:30,5805,true,-68,Welcome_KAIST,1114680549983,2
00:24:6c:7d:f3:e0,2412,true,-68,Welcome_KAIST,1114680549475,2
2a:3a:4d:7f:f9:b3,2437,true,-68,DIRECT-b3-HP M477 LaserJet,1114680549730,2
00:22:6b:8a:10:0a,2437,true,-68,WINSLAB_AP1_2.4,1114680549738,2
70:5d:cc:78:5b:28,5745,true,-69,hcil_vr4t5G,1114680549882,2
00:24:6c:7d:f7:31,5805,true,-69,eduroam,1114680549992,2
6c:70:9f:e0:92:7f,5745,true,-69,HCIL,1114680549811,2
6e:7f:92:e0:9f:70,5745,true,-69,HCIL guest,1114680549782,2
00:24:6c:7e:04:21,2412,true,-69,eduroam,1114680549495,2
00:24:6c:7d:f2:f0,5745,true,-69,Welcome_KAIST,1114680549832,2
00:24:6c:7d:f2:f1,5745,true,-69,eduroam,1114680549842,2
00:24:6c:7d:f5:11,5805,true,-70,eduroam,1114680549973,2
00:24:6c:7d:f4:20,2412,true,-70,Welcome_KAIST,1114680549531,2
00:24:6c:7d:f4:21,2412,true,-70,eduroam,1114680549537,2
70:8b:cd:2f:82:64,5745,true,-71,LIT_5G,1114680549851,2
00:24:6c:7d:f5:10,5805,true,-71,Welcome_KAIST,1114680550027,2
00:24:6c:7d:f3:e1,2412,true,-71,eduroam,1114680549486,2
90:9f:33:5a:19:46,2422,true,-71,NDSL,1114680549572,2
90:9f:33:41:a7:88,2452,true,-71,artlab,1114680549917,2
00:24:6c:7d:f6:90,5240,true,-72,Welcome_KAIST,1114680549654,2
00:24:6c:7d:f6:91,5240,true,-72,eduroam,1114680549666,2
2c:56:dc:84:dd:8c,5745,true,-72,ISILAB-5G,1114680549800,2
00:24:6c:7d:f6:d0,5240,true,-72,Welcome_KAIST,1114680549635,2
00:24:6c:7d:f6:d1,5240,true,-72,eduroam,1114680549645,2
00:24:6c:7d:fe:e1,2462,true,-73,eduroam,1114680550035,2
70:5d:cc:1b:ae:a4,5745,true,-74,egocoord5G,1114680549871,2
00:08:9f:94:77:70,2437,true,-74,ISILAB_6F,1114680549746,2
88:36:6c:e8:ac:0c,5745,true,-74,megumin,1114680549822,2
90:9f:33:59:19:46,5745,true,-75,NDSL_5G,1114680549893,2
b0:4e:26:02:10:56,5180,true,-76,CoCoA_5G,1114680549424,2
b0:c7:45:75:c9:1f,5765,true,-77,SmartIoT2-5Ghz,1114680549904,2
18:31:bf:46:ff:dc,5805,true,-78,KEAI-5G,1114680550002,2
00:24:6c:7d:f3:f0,5785,true,-79,Welcome_KAIST,1114680549946,2
00:24:6c:7d:f3:f1,5785,true,-79,eduroam,1114680549955,2
14:cc:20:ef:97:e9,5180,true,-80,free_wifi,1114680549466,2
78:54:2e:4c:f1:52,5220,true,-80,iDBLab-5GHz,1114680549597,2
00:24:6c:7d:f5:d1,5240,true,-80,eduroam,1114680549720,2
00:22:6b:8a:10:0b,5825,true,-80,WINSLAB_AP1_5,1114680550046,2
00:24:6c:7d:f8:70,5785,true,-83,Welcome_KAIST,1114680549927,2
00:24:6c:78:f5:b1,5220,true,-84,eduroam,1114680549614,2
00:24:6c:7d:f8:71,5785,true,-84,eduroam,1114680549937,2
00:24:6c:78:f5:b0,5220,true,-85,Welcome_KAIST,1114680549606,2
00:24:6c:7e:03:d0,5200,true,-86,Welcome_KAIST,1114680549555,2
62:38:e0:bb:ee:02,5200,true,-87,Lapras5G-guest,1114680549589,2
00:24:6c:7e:03:d1,5200,true,-87,eduroam,1114680549564,2
00:24:6c:7d:f7:51,5180,true,-88,eduroam,1114680549514,2
60:38:e0:bb:ee:02,5200,true,-89,Lapras5G,1114680549580,2
00:24:6c:7d:f7:50,5180,true,-89,Welcome_KAIST,1114680549504,2
88:36:6c:70:de:20,5745,true,-90,WebEng5G,1114680549861,2
00:24:6c:7d:f6:b1,5240,true,-91,eduroam,1114680549711,2
70:8b:cd:2f:82:60,2452,true,-35,LIT_2.4G,1114700602315,3
70:8b:cd:2f:82:64,5745,true,-43,LIT_5G,1114700601984,3
6c:f3:7f:fa:ab:20,2437,true,-50,Welcome_KAIST,1114700601826,3
00:24:6c:7d:f7:31,5805,true,-52,eduroam,1114700602393,3
00:24:6c:7d:f7:30,5805,true,-52,Welcome_KAIST,1114700602377,3
6c:f3:7f:fa:ab:21,2437,true,-52,eduroam,1114700601837,3
b0:4e:26:19:9a:f7,2417,true,-54,icl_2.412GHz,1114700601669,3
88:36:6c:d6:55:e8,2462,true,-58,VIA,1114700602433,3
80:2b:f9:bc:6a:65,2437,true,-60,DIRECT-65-HP VIAPRINTER_M553,1114700601939,3
1c:36:bb:06:65:da,2437,true,-62,VIA_BONGJOON,1114700601799,3
06:0e:3c:0b:ab:dc,2437,true,-63,DIRECT-DC-HP M479fdw Color LJ,1114700601891,3
88:36:6c:be:8e:76,2467,true,-63,moonlab,1114700602421,3
90:9f:33:41:a7:88,2452,true,-64,artlab,1114700602364,3
00:24:6c:7d:f6:e1,2437,true,-65,eduroam,1114700601878,3
00:24:6c:7a:8b:31,5220,true,-65,eduroam,1114700601703,3
38:d5:47:e3:57:58,2412,true,-66,NMSL_N1_721_ASUS,1114700601609,3
00:24:6c:7d:f4:20,2412,true,-66,Welcome_KAIST,1114700601563,3
00:24:6c:7d:f4:21,2412,true,-66,eduroam,1114700601577,3
00:24:6c:7a:8b:30,5220,true,-66,Welcome_KAIST,1114700601684,3
b0:4e:26:19:9a:f6,5765,true,-68,icl_5.785GHz,1114700602098,3
90:9f:33:c3:30:0e,2417,true,-71,iptime,1114700601625,3
6c:f3:7f:fa:ab:30,5180,true,-72,Welcome_KAIST,1114700601478,3
6c:f3:7f:fa:ab:31,5180,true,-72,eduroam,1114700601526,3
88:36:6c:d6:55:eb,5745,true,-73,VIA_5G-1,1114700602001,3
38:d5:47:e3:57:5c,5745,true,-74,NMSL_N1_721_ASUS5G,1114700602020,3
00:24:6c:7d:f6:f1,5180,true,-75,eduroam,1114700601656,3
00:24:6c:7d:f6:90,5240,true,-75,Welcome_KAIST,1114700601731,3
00:24:6c:7d:f6:b1,5240,true,-75,eduroam,1114700601759,3
00:24:6c:7d:f6:f0,5180,true,-76,Welcome_KAIST,1114700601639,3
00:24:6c:7d:f6:91,5240,true,-76,eduroam,1114700601744,3
00:24:6c:7d:f3:11,5240,true,-76,eduroam,1114700601787,3
02:11:87:52:18:9c,2432,true,-77,105,1114700601811,3
00:24:6c:7d:f6:b0,5240,true,-77,Welcome_KAIST,1114700601907,3
0e:96:e6:bc:7a:e0,2437,true,-77,DIRECT-e0-HP M148 LaserJet,1114700601971,3
00:24:6c:7d:f3:10,5240,true,-78,Welcome_KAIST,1114700601773,3
88:36:6c:be:8e:74,5745,true,-79,moonlab_5G,1114700602082,3
64:e5:99:55:33:94,2427,true,-80,alin_iptime,1114700601716,3
00:24:6c:7d:f3:f1,5785,true,-81,eduroam,1114700602332,3
10:6f:3f:29:13:78,2462,true,-83,Ns_nss,1114700602406,3
88:36:6c:d6:55:ea,5180,true,-84,VIA_5G-2,1114700601543,3
2c:56:dc:84:dd:8c,5745,true,-85,ISILAB-5G,1114700602035,3
02:11:87:c9:e1:fc,2442,true,-85,104,1114700602276,3
8a:36:6c:cd:c6:84,2452,true,-85,WL24G,1114700602299,3
00:24:6c:7d:f3:f0,5785,true,-86,Welcome_KAIST,1114700602350,3
b0:4e:26:02:10:56,5180,true,-87,CoCoA_5G,1114700601593,3
9c:d6:43:c8:11:82,5745,true,-88,JoyK,1114700602050,3
00:24:6c:7d:f5:d1,5240,true,-89,eduroam,1114700601956,3
1c:36:bb:06:65:db,5745,true,-89,VIA_BONGJOON,1114700602066,3
00:24:6c:7d:f7:10,5240,true,-90,Welcome_KAIST,1114700601850,3
00:24:6c:7d:f7:11,5240,true,-90,eduroam,1114700601865,3
00:24:6c:7d:f5:d0,5240,true,-91,Welcome_KAIST,1114700601924,3
