calcAzimuth,gesture,stepLength,timeMillis
191.28584,7,0.65,1557196049430
220.48712,0,0.65,1557196051970
66.8683,0,0.65,1557196052690
212.65277,0,0.65,1557196053450
216.24457,0,0.65,1557196054140
79.22293,0,0.65,1557196054760
190.0807,0,0.65,1557196055250
204.06998,0,0.65,1557196056030
229.48682,0,0.65,1557196056600
225.94145,0,0.65,1557196057130
227.71414,0,0.65,1557196057740
223.90335,0,0.65,1557196058370
225.80875,0,0.65,1557196058920
224.25476,0,0.65,1557196059510
225.03175,0,0.65,1557196060070
224.64326,0,0.65,1557196060610
224.83751,0,0.65,1557196061210
219.60727,0,0.65,1557196061810
222.22238,0,0.65,1557196062360
220.91483,0,0.65,1557196063020
221.5686,0,0.65,1557196064170
221.24171,0,0.65,1557196064720
221.40517,0,0.65,1557196065340
221.32344,0,0.65,1557196065900
220.62563,0,0.65,1557196066570
220.97453,0,0.65,1557196067150
220.80008,0,0.65,1557196067820
220.8873,0,0.65,1557196069010
220.84369,0,0.65,1557196069540
220.8655,0,0.65,1557196070140
220.8546,0,0.65,1557196070740
220.86005,0,0.65,1557196071340
220.85732,0,0.65,1557196071940
220.85869,0,0.65,1557196072520
220.858,0,0.65,1557196073700
220.85834,0,0.65,1557196074290
220.85817,0,0.65,1557196074900
220.85826,0,0.65,1557196075500
241.80484,0,0.65,1557196076100
231.33154,0,0.65,1557196076730
211.49115,0,0.65,1557196077260
221.41135,0,0.65,1557196077850
216.45125,0,0.65,1557196078450
218.9313,0,0.65,1557196079030
217.69127,0,0.65,1557196079640
218.3113,0,0.65,1557196080250
218.00128,0,0.65,1557196080940
218.15628,0,0.65,1557196082060
218.07878,0,0.65,1557196082640
218.11754,0,0.65,1557196083280
218.09816,0,0.65,1557196083840
218.10785,0,0.65,1557196084440
218.103,0,0.65,1557196085030
218.10542,0,0.65,1557196085670
218.10422,0,0.65,1557196086240
181.5572,0,0.65,1557196086850
199.8307,0,0.65,1557196087370
190.69395,0,0.65,1557196088030
195.26233,0,0.65,1557196088540
192.97815,0,0.65,1557196089150
194.12024,0,0.65,1557196089740
193.5492,0,0.65,1557196090400
193.83472,0,0.65,1557196090970
193.69196,0,0.65,1557196091550
193.76334,0,0.65,1557196092120
223.62244,0,0.65,1557196092770
252.31796,0,0.65,1557196093320
237.9702,0,0.65,1557196093870
245.14407,0,0.65,1557196094470
241.55714,0,0.65,1557196095090
243.3506,0,0.65,1557196095690
242.45387,0,0.65,1557196096290
276.65546,0,0.65,1557196096920
259.55466,0,0.65,1557196097610
268.10507,0,0.65,1557196098220
263.82986,0,0.65,1557196098850
296.9364,0,0.65,1557196099450
280.38315,0,0.65,1557196100020
288.6598,0,0.65,1557196100610
