bssid,frequency,rss,ssid,timeMillis,timestamp
909f33f59806,5805,-75,MLILAB824_15G,1557228737864,1581785209695
48f8b3dcef4e,5805,-71,KIXLAB_WIFI_5GHz,1557228737864,1581785209687
00246c7df510,5805,-93,Welcome_KAIST,1557228737864,1581785209684
88366ce94e70,5785,-72,MLILAB824_25G,1557228737864,1581785209680
00246c7df732,5785,-72,Welcome_1st_KAIST,1557228737864,1581785209676
00246c7df731,5785,-70,eduroam,1557228737864,1581785209674
00246c7df730,5785,-70,Welcome_KAIST,1557228737864,1581785209669
2c56dc84dd8c,5785,-55,ISILAB_5,1557228737864,1581785209665
54a050d4c63c,5785,-80,SeungJu-RESL_5G,1557228737864,1581785209663
6c709fe0927f,5785,-76,HCIL,1557228737864,1581785209660
6e7f92e09f70,5785,-77,HCIL guest,1557228737864,1581785209656
b06ebfa39084,5765,-66,Askai-ASUS_80_5G,1557228737864,1581785209650
a040a05608f8,5745,-68,,1557228737864,1581785209646
1831bf46ffdc,5745,-54,KECI_5G,1557228737864,1581785209642
909f331083bc,5700,-88,iptime_dblab_5G,1557228737864,1581785209639
c4e984f8c772,5240,-91,irnlp,1557228737864,1581785209635
00246c7df2f2,5240,-86,Welcome_1st_KAIST,1557228737864,1581785209633
00246c7df2f1,5240,-87,eduroam,1557228737864,1581785209631
a040a05608f7,5240,-75,NMSL_N1_721,1557228737864,1581785209628
106f3fe7e1a1,5240,-74,SmartIoT-5G,1557228737864,1581785209622
00246c7df612,5240,-68,Welcome_1st_KAIST,1557228737864,1581785209619
00246c7df611,5240,-67,eduroam,1557228737864,1581785209616
00246c7df610,5240,-67,Welcome_KAIST,1557228737864,1581785209614
00246c7df3f1,5240,-93,eduroam,1557228737864,1581785209610
00246c7df3f0,5240,-96,Welcome_KAIST,1557228737864,1581785209606
00246c7df2f0,5240,-87,Welcome_KAIST,1557228737864,1581785209601
00246c7e0812,5240,-81,Welcome_1st_KAIST,1557228737864,1581785209599
00246c7e0811,5240,-82,eduroam,1557228737864,1581785209595
00246c7e0810,5240,-80,Welcome_KAIST,1557228737864,1581785209592
64e599da036c,5240,-69,WCSL 5GHz,1557228737864,1581785209582
00246c7a88f2,5220,-61,Welcome_1st_KAIST,1557228737864,1581785209572
00246c7a88f1,5220,-59,eduroam,1557228737864,1581785209569
00246c7a88f0,5220,-61,Welcome_KAIST,1557228737864,1581785209564
00246c7a8b32,5220,-71,Welcome_1st_KAIST,1557228737864,1581785209562
00246c7a8b31,5220,-72,eduroam,1557228737864,1581785209558
00246c7a8b30,5220,-73,Welcome_KAIST,1557228737864,1581785209556
00246c7df692,5200,-41,Welcome_1st_KAIST,1557228737864,1581785209553
00246c7df691,5200,-45,eduroam,1557228737864,1581785209549
00246c7df690,5200,-42,Welcome_KAIST,1557228737864,1581785209544
b0c745764063,5200,-82,BUFFALO-764062_A,1557228737864,1581785209540
6038e0bbee02,5200,-68,Lapras_5GHz,1557228737864,1581785209537
00246c7df432,5200,-88,Welcome_1st_KAIST,1557228737864,1581785209535
00246c7df431,5200,-88,eduroam,1557228737864,1581785209532
00246c7df430,5200,-88,Welcome_KAIST,1557228737864,1581785209528
00246c7df6d2,5200,-91,Welcome_1st_KAIST,1557228737864,1581785209522
48ee0cef927b,5180,-85,cdsn_win-5GHz,1557228737864,1581785209518
00246c7df6f2,5180,-62,Welcome_1st_KAIST,1557228737864,1581785209515
00246c7df6f1,5180,-65,eduroam,1557228737864,1581785209512
48f8b3dcef4d,5180,-67,KIXLAB_WIFI_5GHz,1557228737864,1581785209509
00246c7df6f0,5180,-66,Welcome_KAIST,1557228737864,1581785209506
00246c7df362,2472,-69,Welcome_1st_KAIST,1557228737864,1581785209504
00246c7df600,2472,-56,Welcome_KAIST,1557228737864,1581785209500
00246c7df722,2472,-72,Welcome_1st_KAIST,1557228737864,1581785209498
00246c7df360,2472,-70,Welcome_KAIST,1557228737864,1581785209495
8a366cc94e70,2472,-62,MLILAB824_2,1557228737864,1581785209491
00246c7df602,2472,-57,Welcome_1st_KAIST,1557228737864,1581785209487
00246c7df721,2472,-75,eduroam,1557228737864,1581785209481
00246c7df502,2472,-85,Welcome_1st_KAIST,1557228737864,1581785209475
6038e0bbee01,2462,-62,Lapras,1557228737864,1581785209473
00246c7df720,2472,-73,Welcome_KAIST,1557228737864,1581785209470
00246c7df601,2472,-58,eduroam,1557228737864,1581785209466
54a050d4c638,2462,-73,Janggwan-RESL,1557228737864,1581785209462
106f3fe7e1a0,2462,-60,SmartIoT,1557228737864,1581785209460
106f3fe7f284,2462,-72,DioOpenWrt,1557228737864,1581785209456
c4e984f8c773,2457,-70,irnlp,1557228737864,1581785209454
00246c7a8b20,2452,-68,Welcome_KAIST,1557228737864,1581785209450
00246c7df421,2452,-81,eduroam,1557228737864,1581785209445
00246c7df682,2452,-40,Welcome_1st_KAIST,1557228737864,1581785209442
00246c7df681,2452,-40,eduroam,1557228737864,1581785209439
00246c7df680,2452,-40,Welcome_KAIST,1557228737864,1581785209436
48f8b3dcef4c,2452,-51,KIXLAB_WIFI,1557228737864,1581785209433
88366cb3ef2c,2452,-62,SPIRAL,1557228737864,1581785209429
1831bf46ffd8,2447,-46,KECI,1557228737864,1581785209426
b0c745764062,2452,-77,BUFFALO-764062_G,1557228737864,1581785209421
965330290e47,2437,-57,DIRECT-47-HP MLILABLaserJet,1557228737864,1581785209419
2c56dc84dd88,2442,-52,ISILAB_2,1557228737864,1581785209416
885a92d8fef8,2442,-75,ciscosb-Jlene,1557228737864,1581785209412
909f331229c2,2437,-68,Sungpil_RESL,1557228737864,1581785209409
909f33a9295a,2437,-56,shheo24g,1557228737864,1581785209406
64e599da0368,2442,-67,WCSL 2.4GHz,1557228737864,1581785209402
b06ebfa39080,2432,-54,Askai-ASUS_80_2G,1557228737864,1581785209397
929f33f09804,2422,-67,mliguest,1557228737864,1581785209394
909f33f59804,2422,-65,MLILAB824_1,1557228737864,1581785209389
00246c7df6e2,2412,-62,Welcome_1st_KAIST,1557228737864,1581785209386
00246c7df6e1,2412,-61,eduroam,1557228737864,1581785209383
00246c7df6e0,2412,-62,Welcome_KAIST,1557228737864,1581785209381
00246c7e0800,2412,-71,Welcome_KAIST,1557228737864,1581785209379
00246c7e0802,2412,-66,Welcome_1st_KAIST,1557228737864,1581785209374
00246c7e0801,2412,-66,eduroam,1557228737864,1581785209369
286d9758d43e,2412,-61,[air purifier] Samsung,1557228737864,1581785209364
6245b4eeda63,5785,-86,,1557228737864,1581785209359
9cd643c81182,5785,-63,JoyK,1557228737864,1581785209354
88366cb3ef2e,5745,-84,SPIRAL5G,1557228737864,1581785209349
909f33a8295a,5745,-72,shheo5g,1557228737864,1581785209334
