calcAzimuth,gesture,stepLength,timeMillis
1.3888234,0,0.65,1557196338390
202.9504,0,0.65,1557196339050
110.65933,0,0.65,1557196339710
217.62427,0,0.65,1557196340320
220.298,0,0.65,1557196340940
218.19371,0,0.65,1557196341560
219.24585,0,0.65,1557196342220
218.71979,0,0.65,1557196342800
218.98282,0,0.65,1557196343390
218.8513,0,0.65,1557196343960
218.91705,0,0.65,1557196344550
218.88419,0,0.65,1557196345150
218.90062,0,0.65,1557196345750
218.8924,0,0.65,1557196346360
218.89651,0,0.65,1557196347010
218.89445,0,0.65,1557196347570
218.89548,0,0.65,1557196348170
218.89497,0,0.65,1557196348750
218.89523,0,0.65,1557196349380
187.0393,0,0.65,1557196350040
202.96727,0,0.65,1557196350690
192.236,0,0.65,1557196351200
197.60164,0,0.65,1557196351760
189.13416,0,0.65,1557196352380
193.36789,0,0.65,1557196352980
191.25102,0,0.65,1557196353610
192.30946,0,0.65,1557196354280
191.78024,0,0.65,1557196354770
192.04485,0,0.65,1557196355350
191.91255,0,0.65,1557196355970
191.9787,0,0.65,1557196356580
191.94562,0,0.65,1557196357170
191.96216,0,0.65,1557196357790
191.95389,0,0.65,1557196358440
191.95802,0,0.65,1557196358980
191.95596,0,0.65,1557196359630
191.95699,0,0.65,1557196360240
186.04208,0,0.65,1557196360860
188.99953,0,0.65,1557196361460
187.5208,0,0.65,1557196362100
202.25923,0,0.65,1557196362740
204.24261,0,0.65,1557196363390
203.25093,0,0.65,1557196363960
203.74677,0,0.65,1557196364620
203.49884,0,0.65,1557196365160
203.6228,0,0.65,1557196365720
203.56082,0,0.65,1557196366410
203.59181,0,0.65,1557196367150
207.69215,0,0.65,1557196368220
205.64198,0,0.65,1557196368800
206.66707,0,0.65,1557196369430
206.15453,0,0.65,1557196370010
206.4108,0,0.65,1557196370650
206.28265,0,0.65,1557196371260
206.34673,0,0.65,1557196371920
206.3147,0,0.65,1557196372470
210.46301,0,0.65,1557196373100
208.38885,0,0.65,1557196373650
201.51523,0,0.65,1557196374270
204.95204,0,0.65,1557196374850
203.23364,0,0.65,1557196375520
226.7258,0,0.65,1557196376030
214.97972,0,0.65,1557196376670
220.85277,0,0.65,1557196377180
217.91624,0,0.65,1557196377900
219.3845,0,0.65,1557196378410
218.65038,0,0.65,1557196379100
41.054237,0,0.65,1557196379590
70.65011,0,0.65,1557196380050
91.05238,0,0.65,1557196380790
76.17341,0,0.65,1557196381450
66.288086,0,0.65,1557196382010
48.253292,0,0.65,1557196382620
40.72252,0,0.65,1557196383200
44.487907,0,0.65,1557196383800
76.790344,0,0.65,1557196384500
