bssid,frequency,rss,ssid,timeMillis,timestamp
00246c7e0802,2472,-70,Welcome_1st_KAIST,1556898296205,651145873186
00246c7e0801,2472,-70,eduroam,1556898296205,651145873182
00246c7e0800,2472,-69,Welcome_KAIST,1556898296205,651145873178
00246c7df362,2472,-74,Welcome_1st_KAIST,1556898296205,651145873174
00246c7df361,2472,-72,eduroam,1556898296205,651145873170
00246c7df360,2472,-75,Welcome_KAIST,1556898296205,651145873166
00246c7df3f2,5805,-87,Welcome_1st_KAIST,1556898296205,651145873155
00246c7df3f1,5805,-88,eduroam,1556898296205,651145873147
00246c7df732,5805,-73,Welcome_1st_KAIST,1556898296205,651145873143
909f33f911de,5805,-80,wit_5G,1556898296205,651145873137
909f33f59806,5805,-81,MLILAB824_15G,1556898296205,651145873133
00246c7df5c1,2472,-86,eduroam,1556898296205,651145873126
00246c7df730,5805,-72,Welcome_KAIST,1556898296205,651145873120
48f8b3dcef4e,5805,-70,KIXLAB_WIFI_5GHz,1556898296205,651145873114
00246c7df6c2,2472,-79,Welcome_1st_KAIST,1556898296205,651145873108
00246c7df680,2472,-41,Welcome_KAIST,1556898296205,651145873104
88366ce94e70,5785,-68,MLILAB824_25G,1556898296205,651145873098
00246c7e0811,5785,-91,eduroam,1556898296205,651145873094
00246c7e0810,5785,-87,Welcome_KAIST,1556898296205,651145873087
00089f65f784,2467,-78,RESL,1556898296205,651145873082
00089f65f780,5765,-96,RESL-5G,1556898296205,651145873076
00246c7a8b22,2472,-69,Welcome_1st_KAIST,1556898296205,651145873069
00246c7a8b21,2472,-69,eduroam,1556898296205,651145873060
00246c7a8b20,2472,-70,Welcome_KAIST,1556898296205,651145873056
00246c7a8b32,5765,-56,Welcome_1st_KAIST,1556898296205,651145873053
00246c7a8b31,5765,-59,eduroam,1556898296205,651145873045
00246c7df682,2472,-41,Welcome_1st_KAIST,1556898296205,651145873041
88366cb3ef2e,5745,-88,SPIRAL5G,1556898296205,651145873035
00246c7df681,2472,-41,eduroam,1556898296205,651145873028
00246c7df692,5745,-42,Welcome_1st_KAIST,1556898296205,651145873023
00246c7df691,5745,-41,eduroam,1556898296205,651145873019
00246c7df690,5745,-39,Welcome_KAIST,1556898296205,651145873015
00246c7df6f2,5745,-52,Welcome_1st_KAIST,1556898296205,651145873009
00246c7df6f1,5745,-55,eduroam,1556898296205,651145873005
00246c7df6f0,5745,-53,Welcome_KAIST,1556898296205,651145873000
1831bf46ffdc,5745,-50,KECI_5G,1556898296205,651145872993
8a366cc94e70,2472,-70,MLILAB824_2,1556898296205,651145872984
6038e0bbee01,2462,-61,Lapras,1556898296205,651145872980
106f3fe7e1a0,2462,-72,SmartIoT,1556898296205,651145872975
88366cb3ef2c,2452,-72,SPIRAL,1556898296205,651145872969
