timeMillis,givenTimeMillis,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy
1580796690916,1580796692726,36.37013400909969,127.36338935642064,280.2884349321004,200.0,Infinity
1580796691909,1580796693684,36.369845391345855,127.36276722091239,199.86436542284488,200.0,Infinity
