altitude,givenTimeMillis,horizontalAccuracy,latitude,longitude,timeMillis,verticalAccuracy
74.22654460732777,1580793881214,64.0,36.36755090125496,127.36416533761108,1580793881085,Infinity
74.22654460732777,1580793882214,128.0,36.367552805053116,127.36416035641075,1580793881990,Infinity
74.22654460732777,1580793883214,128.0,36.36755661264943,127.36415039400983,1580793883047,Infinity
74.22654460732777,1580793884214,128.0,36.36756232404436,127.36413545040654,1580793884013,Infinity
66.62561656915418,1580793885258,64.0,36.36758151696396,127.36425178389476,1580793885043,Infinity
64.05124391376978,1580793886290,64.0,36.367622121395186,127.36428582207395,1580793886032,Infinity
64.50049425250297,1580793888290,96.0,36.3676163184986,127.36428965777576,1580793888045,Infinity
74.29342130151407,1580793889208,96.0,36.36762582009021,127.36428270350666,1580793889055,Infinity
74.43778407286884,1580793890208,96.0,36.367657086160314,127.36430606656245,1580793890047,Infinity
73.53603842454314,1580793891177,48.0,36.36768834697129,127.36432850424521,1580793891061,Infinity
73.42452565926327,1580793893231,48.0,36.36768467809498,127.36433251919996,1580793893074,Infinity
74.07118959148629,1580793894234,32.0,36.36768940655555,127.36432529789032,1580793894060,Infinity
77.90472073298346,1580793895226,32.0,36.367707816780026,127.36431931530886,1580793895051,Infinity
77.89508216806959,1580793896199,32.0,36.36772300068657,127.3643332849736,1580793896048,Infinity
