id,time,x,y,z
48,1508482103901,27.5,15.875,-42.5625
49,1508482103915,26.75,15.1875,-41.75
50,1508482103928,26.375,15.5,-41.75
51,1508482103945,26.75,15.875,-42.1875
52,1508482103961,27.125,16.25,-41.375
53,1508482103976,26.75,16.25,-42.1875
54,1508482103992,27.8125,15.875,-42.5625
55,1508482104007,27.5,15.5,-40.5625
56,1508482104021,27.125,15.875,-42.1875
57,1508482104043,27.5,15.875,-42.9375
58,1508482104057,27.5,15.1875,-41.375
59,1508482104072,27.5,14.0625,-41.75
60,1508482104088,27.5,14.4375,-41.75
61,1508482104105,27.8125,13.6875,-41.375
62,1508482104120,28.1875,13.3125,-40.9375
63,1508482104136,27.8125,14.0625,-40.9375
64,1508482104151,27.8125,15.1875,-40.5625
65,1508482104166,28.1875,14.8125,-41.375
66,1508482104180,28.9375,14.4375,-42.1875
67,1508482104196,28.5625,12.9375,-42.5625
68,1508482104212,28.5625,12.9375,-41.375
69,1508482104228,27.5,11.875,-42.1875
70,1508482104245,27.125,12.1875,-41.375
71,1508482104259,28.1875,11.5,-41.375
72,1508482104276,27.8125,11.875,-41.75
73,1508482104290,27.5,11.5,-40.9375
74,1508482104307,28.1875,12.1875,-40.9375
75,1508482104323,28.5625,12.5625,-40.9375
76,1508482104337,28.1875,12.5625,-40.1875
77,1508482104352,28.9375,10.75,-39.75
78,1508482104367,28.1875,10.75,-40.5625
79,1508482104383,28.5625,11.5,-40.9375
80,1508482104398,28.9375,11.5,-39.75
81,1508482104413,28.5625,10.75,-39.375
82,1508482104429,28.5625,11.5,-40.1875
83,1508482104443,28.9375,10.75,-40.1875
84,1508482104460,29.6875,10.75,-40.1875
85,1508482104475,29.3125,10.375,-38.5625
86,1508482104491,29.6875,10,-40.125
87,1508482104507,28.9375,10,-39.75
88,1508482104523,28.9375,10,-39.75
89,1508482104538,28.9375,10,-39.75
90,1508482104554,28.9375,10.375,-37.75
91,1508482104569,28.5625,9.625,-38.5625
92,1508482104584,28.9375,10.375,-38.9375
93,1508482104599,28.1875,10.375,-39.375
94,1508482104615,28.9375,10.375,-38.125
95,1508482104631,27.8125,10,-38.9375
96,1508482104648,28.5625,10,-37.75
97,1508482104662,28.1875,10.375,-38.9375
98,1508482104677,28.5625,10,-38.5625
99,1508482104693,28.1875,10,-38.5625
100,1508482104708,28.5625,10,-38.5625
101,1508482104722,27.8125,10.75,-38.5625
102,1508482104736,28.1875,10.375,-37.75
103,1508482104752,27.8125,11.5,-37.75
104,1508482104768,28.1875,9.625,-37.75
105,1508482104786,28.5625,10.75,-37.375
106,1508482104803,28.5625,11.875,-37.375
107,1508482104819,28.5625,11.5,-36.9375
108,1508482104834,28.9375,11.5,-35.75
109,1508482104851,28.5625,11.5,-35.75
110,1508482104865,28.9375,11.875,-36.5625
111,1508482104879,29.3125,12.1875,-36.125
112,1508482104892,28.9375,11.875,-36.5625
113,1508482104904,28.9375,10.75,-34.125
114,1508482104917,28.9375,11.125,-35.375
115,1508482104929,29.6875,11.125,-34.9375
116,1508482104947,29.6875,10.75,-34.5625
117,1508482104961,30.0625,10,-34.9375
118,1508482104976,30.4375,10,-34.125
119,1508482104990,30.4375,8.9375,-34.9375
120,1508482105013,30.4375,9.25,-34.9375
121,1508482105031,30.8125,8.9375,-34.125
122,1508482105051,31.125,8.9375,-34.125
123,1508482105071,30.4375,8.5625,-34.5625
124,1508482105091,30.8125,7.8125,-34.1875
125,1508482105111,30.8125,7.8125,-35.75
126,1508482105132,31.125,8.5625,-35.375
127,1508482105151,30.4375,8.1875,-33.375
128,1508482105171,30.8125,7.0625,-33.375
129,1508482105191,30.4375,7.0625,-34.5625
130,1508482105212,30.8125,7.4375,-33.75
131,1508482105230,30.0625,5.9375,-33.75
132,1508482105250,30.8125,4.5,-32.9375
133,1508482105271,30.4375,3.375,-32.9375
134,1508482105290,30.4375,4.125,-34.125
135,1508482105311,30.0625,3.375,-33.3125
136,1508482105331,30.4375,3.375,-32.9375
137,1508482105351,30.0625,3,-33.375
138,1508482105370,31.5,2.625,-32.5625
139,1508482105390,30.8125,2.625,-31.75
140,1508482105411,31.5,2.625,-32.9375
141,1508482105431,31.5,3,-31.75
142,1508482105451,30.4375,3.375,-31.75
143,1508482105471,31.125,4.125,-32.125
144,1508482105490,30.8125,3.375,-31.75
145,1508482105514,31.125,3.75,-32.125
146,1508482105530,30.4375,3.375,-31.375
147,1508482105552,30.4375,4.125,-31.375
148,1508482105570,31.5,3,-30.9375
149,1508482105591,30.8125,2.625,-30.5625
150,1508482105635,30.8125,3,-31.75
151,1508482105650,31.125,3,-31.75
152,1508482105665,30.4375,3.375,-31.375
153,1508482105682,30.8125,3,-30.5625
154,1508482105697,30.8125,2.625,-30.5625
155,1508482105711,30.8125,3,-29.75
156,1508482105730,30.8125,3.75,-30.1875
157,1508482105750,30.8125,2.625,-28.5625
158,1508482105770,30.4375,3,-30.5625
159,1508482105789,31.125,2.625,-28.5625
160,1508482105809,31.125,2.625,-29.75
161,1508482105829,31.125,3,-29.75
162,1508482105849,31.5,3,-28.125
163,1508482105870,31.5,1.9375,-27.375
164,1508482105894,30.8125,3.375,-27.75
165,1508482105909,31.125,2.3125,-27.75
166,1508482105929,31.875,1.9375,-29.375
167,1508482105955,31.125,1.5625,-28.9375
168,1508482105968,31.5,1.1875,-26.9375
169,1508482105989,31.5,1.5625,-26.9375
170,1508482106015,31.5,0.0625,-27.3125
171,1508482106029,31.125,1.1875,-26.125
172,1508482106049,31.875,1.1875,-26.5625
173,1508482106069,31.125,-0.3125,-26.125
174,1508482106089,31.125,-0.625,-26.9375
175,1508482106113,31.5,-0.6875,-26.9375
176,1508482106128,30.4375,-0.3125,-26.125
177,1508482106151,30.4375,0.0625,-26.9375
178,1508482106171,31.125,0.0625,-26.9375
179,1508482106192,31.125,-0.6875,-25.75
180,1508482106209,30.4375,-1,-26.9375
181,1508482106230,30.4375,-1,-26.125
182,1508482106248,30.4375,-1.375,-26.5625
183,1508482106270,30.4375,-1.75,-25.75
184,1508482106289,30.4375,-1.75,-25.75
185,1508482106311,30.0625,-0.625,-25.75
186,1508482106331,31.125,-1.75,-25.3125
187,1508482106350,30.8125,-1.75,-24.9375
188,1508482106369,30.4375,-1.375,-26.125
189,1508482106389,30.8125,-1.75,-25.75
190,1508482106412,30.4375,-0.625,-24.9375
191,1508482106428,30.0625,-0.625,-24.9375
192,1508482106449,30.4375,-1.375,-24.9375
193,1508482106470,29.6875,-1.75,-24.5625
194,1508482106489,30.0625,-1,-24.125
195,1508482106512,29.3125,-1,-24.9375
196,1508482106528,29.3125,-0.625,-24.5625
197,1508482106551,30.4375,-1.375,-24.9375
198,1508482106569,29.6875,-1.75,-25.75
199,1508482106592,29.6875,-1,-24.125
200,1508482106608,28.9375,-1,-25.375
201,1508482106630,28.9375,-0.3125,-23.75
202,1508482106649,28.1875,-0.625,-24.9375
203,1508482106670,28.5625,-0.625,-24.9375
204,1508482106689,28.9375,-0.625,-25.75
205,1508482106711,28.1875,-0.3125,-24.9375
206,1508482106727,29.3125,-1,-24.125
207,1508482106751,28.5625,-0.625,-24.9375
208,1508482106771,28.5625,-1,-23.375
209,1508482106787,29.3125,0.4375,-24.125
210,1508482106809,28.1875,1.1875,-23.75
211,1508482106830,28.5625,0.8125,-22.9375
212,1508482106848,27.8125,0.8125,-23.75
213,1508482106870,28.1875,0.8125,-23.75
214,1508482106887,27.8125,0.8125,-24.5625
215,1508482106909,28.1875,1.9375,-23.3125
216,1508482106927,28.1875,1.5625,-24.125
217,1508482106948,28.1875,1.1875,-23.75
218,1508482106968,28.1875,1.1875,-23.375
219,1508482106988,27.5,1.1875,-23.75
220,1508482107009,27.8125,1.1875,-23.3125
221,1508482107031,27.8125,0.4375,-23.75
222,1508482107047,27.5,0.4375,-22.5625
223,1508482107068,27.125,1.5625,-22.9375
224,1508482107088,27.5,1.1875,-23.3125
225,1508482107107,27.8125,1.1875,-22.5625
226,1508482107127,26.75,1.1875,-22.9375
227,1508482107150,27.125,1.1875,-22.5625
228,1508482107167,26.375,2.625,-22.5625
229,1508482107189,26,2.3125,-23.75
230,1508482107207,26,2.625,-21.75
231,1508482107227,26.75,1.5625,-23.3125
232,1508482107248,26,3,-23.75
233,1508482107267,25.625,2.625,-22.5625
234,1508482107287,25.625,1.9375,-22.9375
235,1508482107306,26,1.9375,-22.5625
236,1508482107330,25.25,2.3125,-22.5625
237,1508482107367,25.25,2.3125,-22.9375
238,1508482107578,24.5625,2.625,-23.3125
239,1508482107585,25.625,1.5625,-23.75
240,1508482107593,24.1875,2.625,-21.75
241,1508482107600,25.25,3,-23.3125
242,1508482107609,24.5625,3,-23.3125
243,1508482107619,24.5625,3.375,-22.125
244,1508482107627,24.1875,3.75,-23.75
245,1508482107635,24.1875,4.5,-22.9375
246,1508482107643,24.5625,3.375,-22.5625
247,1508482107651,23.4375,3.75,-22.9375
248,1508482107659,23.4375,4.5,-21.75
249,1508482107668,22.6875,4.875,-24.125
250,1508482107675,23.0625,5.25,-24.125
251,1508482107685,22.3125,5.25,-23.75
252,1508482107693,22.3125,4.5,-24.9375
253,1508482107702,22.6875,4.875,-24.125
254,1508482107710,22.3125,5.25,-24.125
255,1508482107718,21.5625,4.875,-24.5625
256,1508482107726,22.3125,5.625,-24.5625
257,1508482107749,22.6875,6.3125,-23.375
258,1508482107764,22.3125,5.25,-22.9375
259,1508482107789,21.9375,5.625,-22.9375
260,1508482107805,21.9375,6.3125,-23.375
261,1508482107825,21.9375,6.6875,-23.3125
262,1508482107845,21.5625,5.9375,-24.5625
263,1508482107865,22.3125,5.25,-23.375
264,1508482107884,21.9375,4.875,-22.9375
265,1508482107905,22.3125,5.25,-23.75
266,1508482107925,21.9375,4.875,-24.9375
267,1508482107945,21.9375,3.75,-23.375
268,1508482107964,21.5625,4.875,-24.125
269,1508482107984,21.25,3.75,-24.125
270,1508482108004,21.5625,4.5,-24.125
271,1508482108024,21.5625,3.75,-23.375
272,1508482108044,21.25,4.5,-24.5625
273,1508482108065,21.9375,4.5,-24.5625
274,1508482108085,20.875,4.125,-24.125
275,1508482108107,20.5,3.75,-24.125
276,1508482108125,21.25,2.625,-23.375
277,1508482108144,20.875,2.625,-24.9375
278,1508482108167,20.125,2.625,-24.9375
279,1508482108184,20.5,3.375,-25.75
280,1508482108204,20.5,3.75,-26.1875
281,1508482108225,20.125,3,-26.125
282,1508482108244,20.5,3.375,-26.125
283,1508482108265,19.75,3,-24.9375
284,1508482108284,19.75,2.625,-25.75
285,1508482108304,20.125,2.3125,-26.5625
286,1508482108324,19.375,1.5625,-25.375
287,1508482108344,19.375,1.5625,-26.9375
288,1508482108364,19,2.3125,-26.1875
289,1508482108383,19.75,1.9375,-26.125
290,1508482108403,19,1.1875,-27.375
291,1508482108424,19,1.1875,-25.75
292,1508482108443,19,1.1875,-27.3125
293,1508482108464,19,1.5625,-27.3125
294,1508482108483,18.625,0.0625,-27.75
295,1508482108503,19.375,0.8125,-27.75
296,1508482108523,19,0.0625,-26.5625
297,1508482108543,18.25,0.0625,-27.75
298,1508482108563,18.25,0.8125,-27.375
299,1508482108583,17.5625,0.4375,-27.75
300,1508482108603,17.9375,0.8125,-27.375
301,1508482108623,18.25,0.8125,-28.125
302,1508482108643,17.5625,0.0625,-28.1875
303,1508482108663,17.9375,0.8125,-28.5625
304,1508482108683,17.9375,1.5625,-30.1875
305,1508482108703,17.5625,0.4375,-28.9375
306,1508482108723,17.5625,0.4375,-29.375
307,1508482108743,18.625,-0.3125,-28.125
308,1508482108763,17.9375,0.8125,-28.125
309,1508482108783,18.625,0.0625,-29.75
310,1508482108803,18.25,0.0625,-28.5625
311,1508482108823,18.625,0.4375,-27.75
312,1508482108842,18.625,0.8125,-28.125
313,1508482108862,19.375,0.4375,-28.9375
314,1508482108882,19,-0.3125,-28.9375
315,1508482108903,19.375,0.4375,-27.75
316,1508482108923,19,-0.625,-28.1875
317,1508482108942,19.75,-0.625,-28.5625
318,1508482108962,19,0.0625,-28.5625
319,1508482108982,19.375,0.0625,-28.1875
320,1508482109003,19.375,-0.625,-28.5625
321,1508482109022,19.75,0.0625,-30.5625
322,1508482109042,19,-0.625,-28.5625
323,1508482109062,18.625,-1,-28.9375
324,1508482109082,19.375,0.4375,-28.5625
325,1508482109102,20.125,0.4375,-29.375
326,1508482109122,20.5,-0.3125,-28.5625
327,1508482109155,19.375,-0.3125,-28.9375
328,1508482109170,19.375,-0.625,-29.75
329,1508482109183,19.375,0.0625,-29.75
330,1508482109201,20.5,0.0625,-30.5625
331,1508482109222,20.5,-0.625,-30.5625
332,1508482109242,20.125,-0.3125,-30.9375
333,1508482109261,19.75,-1,-30.9375
334,1508482109281,20.125,-1.75,-29.375
335,1508482109301,19.75,-2.125,-30.5625
336,1508482109322,19.75,-2.875,-31.375
337,1508482109341,19.75,-3.25,-30.1875
338,1508482109361,19.75,-3.25,-30.1875
339,1508482109381,19,-2.125,-30.5625
340,1508482109403,20.125,-2.875,-31.375
341,1508482109421,20.125,-2.125,-30.125
342,1508482109441,20.125,-3.25,-30.1875
343,1508482109462,20.125,-1.75,-29.75
344,1508482109481,20.5,-1.75,-30.1875
345,1508482109501,20.5,-1.75,-29.375
346,1508482109524,20.875,-1.75,-31.75
347,1508482109541,20.875,-1.375,-31.375
348,1508482109570,20.125,-0.625,-29.75
349,1508482109583,20.5,0.4375,-31.375
350,1508482109601,20.5,-0.625,-31
351,1508482109631,19.75,-0.625,-30.1875
352,1508482109644,19.75,0.0625,-30.5625
353,1508482109661,19.75,0.0625,-30.5625
354,1508482109689,20.125,-0.3125,-30.5625
355,1508482109702,20.125,0.4375,-30.5625
356,1508482109720,20.5,0.0625,-31.75
357,1508482109741,20.875,-0.3125,-31.75
358,1508482109767,21.5625,0.8125,-30.5625
359,1508482109780,21.5625,0.8125,-30.1875
360,1508482109800,21.25,0.4375,-31
361,1508482109820,21.9375,0.8125,-30.5625
362,1508482109840,21.5625,0.8125,-30.1875
363,1508482109861,23.0625,-0.3125,-31.375
364,1508482109880,21.25,1.1875,-31.375
365,1508482109901,22.3125,0.8125,-30.5625
366,1508482109920,21.9375,0.4375,-30.5625
367,1508482109940,22.3125,0.8125,-31
368,1508482109961,22.3125,0.4375,-30.1875
369,1508482109980,22.3125,0.0625,-30.5625
370,1508482110001,22.6875,1.1875,-29.75
371,1508482110021,22.3125,1.1875,-30.1875
372,1508482110040,23.0625,0.4375,-29.75
373,1508482110060,23.0625,-0.3125,-29.75
374,1508482110079,23.0625,1.1875,-29.75
375,1508482110101,22.3125,0.4375,-30.1875
376,1508482110120,23.0625,0.4375,-30.1875
377,1508482110139,22.3125,0.4375,-30.5625
378,1508482110161,22.3125,0.4375,-30.5625
379,1508482110179,23.0625,0.8125,-30.1875
380,1508482110200,22.3125,1.1875,-29.75
381,1508482110221,23.0625,0.8125,-29.75
382,1508482110239,22.6875,0.4375,-29.75
383,1508482110260,23.0625,0.4375,-28.9375
384,1508482110279,22.3125,0.0625,-30.5625
385,1508482110300,21.9375,-0.3125,-31
386,1508482110319,21.9375,0.0625,-31
387,1508482110339,22.3125,-1,-29.75
388,1508482110359,22.6875,-1,-31.375
389,1508482110379,22.3125,-0.625,-28.9375
390,1508482110399,22.6875,-0.3125,-31
391,1508482110419,22.6875,-0.3125,-30.1875
392,1508482110439,22.3125,0.4375,-30.1875
393,1508482110459,22.6875,-0.625,-29.75
394,1508482110479,21.9375,0.0625,-30.1875
395,1508482110500,23.0625,0.8125,-29.75
396,1508482110519,23.4375,0.8125,-29.75
397,1508482110539,22.3125,1.5625,-29.75
398,1508482110559,22.6875,2.3125,-29.375
399,1508482110579,22.6875,1.5625,-29.375
400,1508482110599,22.3125,1.9375,-30.1875
401,1508482110619,22.3125,2.3125,-28.5625
402,1508482110639,22.3125,2.3125,-28.5625
403,1508482110659,22.6875,3.75,-28.5625
404,1508482110678,22.3125,3.75,-28.9375
405,1508482110699,22.3125,4.5,-29.375
406,1508482110719,22.6875,4.125,-28.5625
407,1508482110739,22.3125,4.5,-28.9375
408,1508482110758,22.3125,4.125,-28.1875
409,1508482110778,22.6875,3.75,-28.1875
410,1508482110798,22.6875,3.375,-29.75
411,1508482110818,22.3125,3,-28.1875
412,1508482110838,22.6875,3.75,-27.75
413,1508482110858,22.6875,3.375,-28.9375
414,1508482110878,23.0625,3.75,-27.75
415,1508482110898,23.0625,4.125,-27.375
416,1508482110918,23.0625,2.3125,-26.5625
417,1508482110938,23.0625,2.3125,-27.75
418,1508482110958,23.4375,2.3125,-27.375
419,1508482110981,23.0625,2.625,-27.375
420,1508482110998,23.0625,2.3125,-27.75
421,1508482111018,23.0625,2.3125,-27.75
422,1508482111038,23.0625,2.625,-27.375
423,1508482111058,21.9375,3,-26.9375
424,1508482111078,23.0625,3,-26.9375
425,1508482111098,23.4375,3,-27.375
426,1508482111118,23.0625,2.625,-28.9375
427,1508482111138,23.8125,1.5625,-26.9375
428,1508482111158,23.4375,1.1875,-28.1875
429,1508482111181,23.0625,3,-28.5625
430,1508482111197,22.6875,2.625,-26.9375
431,1508482111218,22.6875,2.3125,-26.9375
432,1508482111237,23.8125,2.625,-28.5625
433,1508482111258,23.0625,2.625,-28.9375
434,1508482111278,23.8125,2.625,-28.1875
435,1508482111297,23.8125,2.3125,-27.375
436,1508482111317,23.0625,1.9375,-26.5625
437,1508482111337,23.4375,1.9375,-27.375
438,1508482111357,23.0625,3,-27.375
439,1508482111377,22.6875,1.5625,-28.1875
440,1508482111397,23.4375,2.3125,-27.75
441,1508482111417,23.0625,3,-27.75
442,1508482111437,22.3125,2.3125,-27.375
443,1508482111457,22.6875,1.5625,-27.75
444,1508482111477,23.4375,3,-28.1875
445,1508482111497,23.4375,3.375,-28.1875
446,1508482111517,23.0625,1.9375,-27.375
447,1508482111537,22.6875,1.9375,-26.9375
448,1508482111557,22.6875,2.625,-27.375
449,1508482111577,22.6875,1.9375,-26.9375
450,1508482111597,22.6875,2.625,-26.1875
451,1508482111617,22.6875,2.625,-28.1875
452,1508482111636,22.6875,2.625,-29.375
453,1508482111656,22.6875,1.5625,-28.5625
454,1508482111676,22.3125,1.9375,-26.5625
455,1508482111697,22.6875,2.3125,-27.375
456,1508482111718,22.3125,2.625,-26.9375
457,1508482111736,22.3125,1.5625,-28.5625
458,1508482111757,23.0625,1.5625,-28.5625
459,1508482111776,22.3125,1.5625,-28.5625
460,1508482111800,22.6875,1.5625,-29.75
461,1508482111816,22.6875,1.5625,-27.375
462,1508482111840,22.6875,1.1875,-27.375
463,1508482111856,23.0625,0.8125,-26.9375
464,1508482111877,21.9375,1.1875,-27.75
465,1508482111896,21.9375,0.4375,-26.9375
466,1508482111916,21.5625,0.8125,-28.1875
467,1508482111936,22.3125,0.8125,-27.375
468,1508482111956,21.9375,0.0625,-27.375
469,1508482111976,22.3125,0.4375,-28.1875
470,1508482111996,21.9375,0.4375,-26.9375
471,1508482112017,22.3125,0.4375,-27.8125
472,1508482112036,21.9375,-0.625,-27.75
473,1508482112057,21.5625,0.0625,-27.375
474,1508482112076,22.3125,-0.3125,-27.375
475,1508482112096,21.5625,0.4375,-26.9375
476,1508482112116,22.3125,-0.625,-26.5625
477,1508482112136,22.3125,-0.3125,-26.1875
478,1508482112156,21.5625,-0.625,-26.1875
479,1508482112181,21.25,0.8125,-26.5625
480,1508482112195,21.25,0.4375,-25.375
481,1508482112216,21.9375,0.0625,-26.5625
482,1508482112236,21.25,-1.375,-26.5625
483,1508482112258,21.25,-1.375,-27.375
484,1508482112276,21.9375,-2.125,-26.1875
485,1508482112296,21.25,-2.5,-26.5625
486,1508482112316,21.25,-2.5,-26.1875
487,1508482112336,21.9375,-2.875,-25.375
488,1508482112355,21.25,-2.5,-25.375
489,1508482112376,21.5625,-1.75,-25.75
490,1508482112395,21.5625,-2.125,-25
491,1508482112415,21.5625,-2.125,-25.75
492,1508482112436,21.25,-2.5,-24.9375
493,1508482112455,21.25,-3.25,-26.1875
494,1508482112475,21.9375,-2.125,-25.375
495,1508482112495,21.9375,-1.75,-24.125
496,1508482112514,21.25,-2.125,-25.375
497,1508482112534,22.3125,-1,-25.75
498,1508482112554,20.5,-1.375,-24.1875
499,1508482112575,20.5,-0.625,-24.9375
500,1508482112595,20.875,-1.75,-24.9375
501,1508482112615,20.125,-1.375,-25
502,1508482112635,20.5,-1,-25
503,1508482112655,20.5,-1,-25.375
504,1508482112674,20.125,-1,-25.75
505,1508482112695,19.75,-0.3125,-26.1875
506,1508482112714,19.375,0.8125,-25.75
507,1508482112735,20.125,0.0625,-24.1875
508,1508482112755,21.25,0.0625,-24.5625
509,1508482112775,20.875,0.0625,-23.375
510,1508482112794,20.875,0.0625,-24.1875
511,1508482112814,20.875,0.0625,-24.5625
512,1508482112835,20.875,0.0625,-23.75
513,1508482112854,20.5,0.0625,-23.75
514,1508482112874,20.5,-0.3125,-24.9375
515,1508482112894,20.5,0.0625,-23.75
516,1508482112914,21.5625,0.8125,-23.375
517,1508482112934,20.5,0.8125,-24.1875
518,1508482112954,21.25,1.9375,-23.375
519,1508482112974,20.875,2.3125,-22.9375
520,1508482112995,20.875,1.9375,-22.5625
521,1508482113014,20.875,2.625,-22.5625
522,1508482113033,20.875,3,-23.75
523,1508482113055,20.875,3,-24.1875
524,1508482113073,21.25,3.375,-23.75
525,1508482113095,20.875,4.125,-23.75
526,1508482113113,21.25,2.625,-24.9375
527,1508482113135,21.25,3.375,-24.1875
528,1508482113158,21.25,4.125,-23.75
529,1508482113174,21.5625,4.5,-24.1875
530,1508482113200,21.25,5.25,-23.375
531,1508482113214,21.25,4.875,-23.75
532,1508482113233,21.25,4.125,-23.375
533,1508482113254,20.875,4.875,-23.75
534,1508482113273,20.875,4.125,-23.75
535,1508482113293,21.25,3.75,-24.9375
536,1508482113313,21.5625,3.375,-24.5625
537,1508482113333,21.9375,3.75,-23.75
538,1508482113355,21.9375,3.75,-23.375
539,1508482113373,21.9375,4.125,-24.1875
540,1508482113393,21.25,4.125,-24.125
541,1508482113413,21.25,4.125,-25
542,1508482113433,20.875,4.875,-25.375
543,1508482113453,21.9375,5.625,-24.1875
544,1508482113473,21.5625,5.625,-22.9375
545,1508482113493,21.5625,5.9375,-24.1875
546,1508482113514,21.5625,4.875,-22.9375
547,1508482113533,21.25,6.3125,-24.5625
548,1508482113552,21.5625,5.25,-24.1875
549,1508482113573,21.25,6.6875,-24.1875
550,1508482113593,21.5625,7.8125,-24.125
551,1508482113613,21.25,6.6875,-23.75
552,1508482113633,21.9375,7.8125,-24.5625
553,1508482113653,21.9375,8.1875,-23.375
554,1508482113673,21.5625,7.8125,-24.125
555,1508482113693,21.5625,7.8125,-24.9375
556,1508482113713,21.5625,8.1875,-23.75
557,1508482113733,22.3125,7.8125,-24.1875
558,1508482113753,22.3125,8.1875,-25.75
559,1508482113773,22.3125,8.1875,-24.9375
560,1508482113792,21.9375,8.1875,-24.5625
561,1508482113813,22.6875,7.8125,-23.75
562,1508482113832,22.6875,8.1875,-24.9375
563,1508482113852,22.3125,8.1875,-25.75
564,1508482113873,23.4375,8.1875,-25.375
565,1508482113892,23.0625,7.8125,-24.5625
566,1508482113912,23.4375,8.9375,-24.1875
567,1508482113932,23.0625,7.4375,-23.75
568,1508482113952,23.0625,8.1875,-25
569,1508482113972,23.0625,8.1875,-23.375
570,1508482113992,22.3125,8.5625,-25.375
571,1508482114012,23.0625,8.9375,-24.9375
572,1508482114032,23.4375,8.1875,-25.75
573,1508482114052,23.0625,8.1875,-25.75
574,1508482114072,23.4375,8.1875,-25.375
575,1508482114091,24.1875,7.4375,-25.75
576,1508482114112,23.4375,7.8125,-25.75
577,1508482114132,23.0625,7.0625,-25.75
578,1508482114153,23.4375,8.5625,-25.375
579,1508482114173,23.8125,8.1875,-25.75
580,1508482114192,23.8125,9.625,-26.1875
581,1508482114212,23.0625,9.625,-26.5625
582,1508482114232,23.0625,9.625,-25.75
583,1508482114252,23.8125,9.25,-25.375
584,1508482114272,23.8125,9.25,-25.75
585,1508482114293,23.8125,8.9375,-25.75
586,1508482114311,23.8125,8.1875,-27
587,1508482114332,23.8125,7.8125,-26.1875
588,1508482114351,23.8125,7.4375,-27
589,1508482114372,23.8125,8.5625,-24.9375
590,1508482114390,23.0625,8.1875,-27
591,1508482114411,23.0625,8.5625,-27.375
592,1508482114431,23.8125,8.1875,-27.375
593,1508482114452,23.8125,8.5625,-26.5625
594,1508482114470,23.4375,8.5625,-26.1875
595,1508482114491,24.1875,10,-26.1875
596,1508482114510,23.4375,10.375,-26.1875
597,1508482114531,23.4375,10.375,-26.9375
598,1508482114550,23.0625,10.75,-25.75
599,1508482114571,23.0625,11.125,-26.1875
600,1508482114591,23.4375,10.75,-26.1875
601,1508482114611,23.4375,10,-26.1875
602,1508482114631,23.0625,10.375,-26.1875
603,1508482114656,23.0625,10.375,-26.5625
604,1508482114670,22.6875,11.125,-27.375
605,1508482114691,22.6875,10.75,-26.5625
606,1508482114711,23.4375,10.75,-27.375
607,1508482114731,23.4375,10.75,-26.5625
608,1508482114750,23.0625,10,-27
609,1508482114770,23.8125,11.125,-26.5625
610,1508482114790,23.4375,10.75,-27.375
611,1508482114812,23.4375,10.375,-26.1875
612,1508482114834,24.1875,11.125,-27
613,1508482114850,23.8125,9.625,-27.375
614,1508482114871,23.4375,10,-26.1875
615,1508482114890,23.8125,11.5,-27
616,1508482114910,23.0625,11.5,-27.75
617,1508482114930,23.4375,12.25,-26.5625
618,1508482114949,23.4375,11.5,-27.75
619,1508482114971,22.6875,10.75,-27.375
