calcAzimuth,gesture,stepLength,timeMillis
186.93443,7,0.65,1557196268710
98.18911,0,0.65,1557196270960
221.97151,0,0.65,1557196271680
222.6281,0,0.65,1557196272380
220.04192,0,0.65,1557196273090
221.335,0,0.65,1557196273790
220.68846,0,0.65,1557196274370
221.01173,0,0.65,1557196274990
220.8501,0,0.65,1557196275620
220.93092,0,0.65,1557196276250
220.8905,0,0.65,1557196276870
220.9107,0,0.65,1557196277530
220.9006,0,0.65,1557196278140
220.90565,0,0.65,1557196278820
220.90314,0,0.65,1557196279410
220.9044,0,0.65,1557196280040
220.90376,0,0.65,1557196280630
220.90408,0,0.65,1557196281250
220.90393,0,0.65,1557196281880
224.38159,0,0.65,1557196282490
214.68251,0,0.65,1557196283150
213.3414,0,0.65,1557196283730
212.12253,0,0.65,1557196284360
212.73196,0,0.65,1557196284970
212.42725,0,0.65,1557196285520
212.5796,0,0.65,1557196286180
212.50343,0,0.65,1557196286850
212.54152,0,0.65,1557196287480
212.52248,0,0.65,1557196288140
212.532,0,0.65,1557196288730
212.52724,0,0.65,1557196289390
212.52962,0,0.65,1557196289940
212.52843,0,0.65,1557196290540
212.52902,0,0.65,1557196291180
212.52872,0,0.65,1557196291810
212.52887,0,0.65,1557196292430
212.5288,0,0.65,1557196293040
212.52884,0,0.65,1557196293680
208.87073,0,0.65,1557196294280
205.17252,0,0.65,1557196294920
198.77081,0,0.65,1557196295520
196.31657,0,0.65,1557196296120
193.98668,0,0.65,1557196296750
161.6611,0,0.65,1557196297380
122.11686,0,0.65,1557196297970
93.04919,0,0.65,1557196298560
82.04187,0,0.65,1557196299160
94.989334,0,0.65,1557196299760
107.08532,0,0.65,1557196300340
106.48927,0,0.65,1557196301040
96.736374,0,0.65,1557196301550
91.309235,0,0.65,1557196302170
95.60799,0,0.65,1557196302790
97.56904,0,0.65,1557196303420
103.264786,0,0.65,1557196304020
119.09599,0,0.65,1557196304650
111.18039,0,0.65,1557196305280
127.631386,0,0.65,1557196305910
128.91528,0,0.65,1557196306500
115.29171,0,0.65,1557196307110
103.985565,0,0.65,1557196307690
97.78546,0,0.65,1557196308290
92.23834,0,0.65,1557196308810
97.60228,0,0.65,1557196309510
104.698654,0,0.65,1557196310130
100.3048,0,0.65,1557196310780
93.62517,0,0.65,1557196311380
95.81107,0,0.65,1557196312020
103.25225,0,0.65,1557196312600
107.826904,0,0.65,1557196313210
111.10694,0,0.65,1557196313830
104.49243,0,0.65,1557196314430
99.311646,0,0.65,1557196315050
104.58335,0,0.65,1557196315820
102.716576,0,0.65,1557196316950
108.716644,0,0.65,1557196317580
107.70527,0,0.65,1557196318290
99.4995,0,0.65,1557196318920
92.568924,0,0.65,1557196319520
103.69672,0,0.65,1557196320160
108.67211,0,0.65,1557196320790
103.80932,0,0.65,1557196321370
99.37891,0,0.65,1557196322000
100.96193,0,0.65,1557196322600
118.49561,0,0.65,1557196323240
109.72877,0,0.65,1557196323840
112.438934,0,0.65,1557196324450
111.083855,0,0.65,1557196325050
119.416626,0,0.65,1557196325660
115.25024,0,0.65,1557196326260
114.272446,0,0.65,1557196326870
117.639565,0,0.65,1557196327460
106.19838,0,0.65,1557196328080
101.29934,0,0.65,1557196328650
100.14674,0,0.65,1557196329240
104.8142,0,0.65,1557196329850
112.167244,0,0.65,1557196330440
110.686615,0,0.65,1557196331010
94.503845,0,0.65,1557196331640
86.518394,0,0.65,1557196332200
99.11032,0,0.65,1557196332760
111.122025,0,0.65,1557196333350
118.07494,0,0.65,1557196333920
121.14736,0,0.65,1557196334480
122.59482,0,0.65,1557196335100
112.24678,0,0.65,1557196335690
98.17312,0,0.65,1557196336270
107.08165,0,0.65,1557196336860
129.99075,0,0.65,1557196337460
118.5362,0,0.65,1557196338030
131.4262,0,0.65,1557196338700
114.58269,0,0.13,1557196339580
5.9163675,0,0.13,1557196340070
302.47357,0,0.13,1557196341740
298.34277,0,0.325,1557196342390
290.8354,0,0.65,1557196343000
292.9763,0,0.65,1557196343610
294.40332,0,0.65,1557196344190
296.17374,0,0.65,1557196344740
291.28543,0,0.65,1557196345320
294.4165,0,0.65,1557196345920
296.60724,0,0.65,1557196346500
288.03366,0,0.65,1557196347100
272.52954,0,0.65,1557196347700
272.76007,0,0.65,1557196348280
293.91016,0,0.65,1557196348850
300.02902,0,0.65,1557196349440
290.63306,0,0.65,1557196350070
285.93698,0,0.65,1557196350690
279.7019,0,0.65,1557196351320
283.58643,0,0.65,1557196351960
300.65778,0,0.65,1557196352570
305.8575,0,0.65,1557196353150
305.9044,0,0.65,1557196353770
305.43652,0,0.65,1557196354360
300.3642,0,0.65,1557196354980
297.98972,0,0.65,1557196355540
298.9148,0,0.65,1557196356140
297.36023,0,0.65,1557196356720
293.81415,0,0.65,1557196357330
281.07343,0,0.65,1557196357950
277.92953,0,0.65,1557196358540
293.16705,0,0.65,1557196359070
303.31235,0,0.65,1557196359750
298.6087,0,0.65,1557196360360
288.6739,0,0.65,1557196360950
292.38443,0,0.65,1557196361520
294.40085,0,0.65,1557196362110
292.13287,0,0.65,1557196362680
