bssid,frequency,rss,ssid,timeMillis,timestamp
2c56dc84dd88,2442,-44,ISILAB_2,1557228669568,568836598
909f33f59806,5805,-73,MLILAB824_15G,1557228669568,568836594
48f8b3dcef4e,5805,-70,KIXLAB_WIFI_5GHz,1557228669568,568836588
6245b4eeda63,5785,-77,,1557228669568,568836584
00246c7df731,5785,-63,eduroam,1557228669568,568836580
00246c7df730,5785,-65,Welcome_KAIST,1557228669568,568836576
9cd643c81182,5785,-62,JoyK,1557228669568,568836568
2c56dc84dd8c,5785,-49,ISILAB_5,1557228669568,568836563
b06ebfa39084,5765,-66,Askai-ASUS_80_5G,1557228669568,568836558
708bcd2f8264,5745,-67,LIT_5G,1557228669568,568836554
a040a05608f8,5745,-60,,1557228669568,568836547
1831bf46ffdc,5745,-45,KECI_5G,1557228669568,568836542
00246c7df602,2472,-64,Welcome_1st_KAIST,1557228669568,568836535
00246c7df601,2472,-64,eduroam,1557228669568,568836531
8a366cc94e70,2472,-73,MLILAB824_2,1557228669568,568836527
00246c7df660,2472,-88,Welcome_KAIST,1557228669568,568836523
00246c7df362,2472,-73,Welcome_1st_KAIST,1557228669568,568836520
00246c7df361,2472,-74,eduroam,1557228669568,568836516
00246c7df5c0,2472,-91,Welcome_KAIST,1557228669568,568836509
a640a05608f5,2472,-71,NMSL_N1_721,1557228669568,568836506
6cf37ffaab21,2472,-88,eduroam,1557228669568,568836500
aa40a05608f5,2472,-71,,1557228669568,568836497
00246c7df821,2472,-94,eduroam,1557228669568,568836490
00246c7df600,2472,-62,Welcome_KAIST,1557228669568,568836487
00089f65f784,2467,-82,RESL,1557228669568,568836482
00246c7df360,2472,-75,Welcome_KAIST,1557228669568,568836479
00246c7df500,2472,-84,Welcome_KAIST,1557228669568,568836473
6cf37ffaab20,2472,-93,Welcome_KAIST,1557228669568,568836470
00246c7df662,2472,-91,Welcome_1st_KAIST,1557228669568,568836466
00246c7df661,2472,-91,eduroam,1557228669568,568836462
6038e0bbee01,2462,-81,Lapras,1557228669568,568836458
106f3fe7f284,2462,-93,DioOpenWrt,1557228669568,568836451
00246c7df722,2472,-71,Welcome_1st_KAIST,1557228669568,568836447
00246c7df721,2472,-71,eduroam,1557228669568,568836443
00246c7df720,2472,-71,Welcome_KAIST,1557228669568,568836434
b0c745764062,2452,-71,BUFFALO-764062_G,1557228669568,568836430
00246c7df681,2452,-44,eduroam,1557228669568,568836427
48f8b3dcef4c,2452,-64,KIXLAB_WIFI,1557228669568,568836423
00246c7df680,2452,-44,Welcome_KAIST,1557228669568,568836420
00246c7df682,2452,-45,Welcome_1st_KAIST,1557228669568,568836412
88366cb3ef2c,2452,-69,SPIRAL,1557228669568,568836408
fa8fca78be1d,2452,-79,,1557228669568,568836401
965330290e47,2437,-74,DIRECT-47-HP MLILABLaserJet,1557228669568,568836395
708bcd2f8260,2432,-67,LIT_2.4G,1557228669568,568836388
00246c7df2f1,5240,-88,eduroam,1557228669568,568836383
00246c7df2f0,5240,-88,Welcome_KAIST,1557228669568,568836379
00246c7e0811,5240,-82,eduroam,1557228669568,568836373
00246c7df612,5240,-66,Welcome_1st_KAIST,1557228669568,568836370
00246c7df611,5240,-64,eduroam,1557228669568,568836365
a040a05608f7,5240,-67,NMSL_N1_721,1557228669568,568836360
64e599da036c,5240,-62,WCSL 5GHz,1557228669568,568836349
929f33f09804,2422,-62,mliguest,1557228669568,568836344
00246c7a88f2,5220,-62,Welcome_1st_KAIST,1557228669568,568836338
00246c7a88f1,5220,-63,eduroam,1557228669568,568836334
00246c7a88f0,5220,-62,Welcome_KAIST,1557228669568,568836330
b0c745764063,5200,-77,BUFFALO-764062_A,1557228669568,568836324
00246c7df6e1,2412,-63,eduroam,1557228669568,568836320
00246c7df6e2,2412,-65,Welcome_1st_KAIST,1557228669568,568836317
00246c7df430,5200,-85,Welcome_KAIST,1557228669568,568836310
00246c7df692,5200,-37,Welcome_1st_KAIST,1557228669568,568836307
00246c7df691,5200,-39,eduroam,1557228669568,568836301
286d9758d43e,2412,-70,[air purifier] Samsung,1557228669568,568836297
00246c7df690,5200,-38,Welcome_KAIST,1557228669568,568836293
00246c7a88e1,2412,-57,eduroam,1557228669568,568836290
00246c7df6e0,2412,-62,Welcome_KAIST,1557228669568,568836285
00246c7a88e0,2412,-55,Welcome_KAIST,1557228669568,568836281
64e599e33a54,2412,-73,HCIL-IPTIME,1557228669568,568836272
00246c7df6f2,5180,-57,Welcome_1st_KAIST,1557228669568,568836269
00246c7df6f1,5180,-58,eduroam,1557228669568,568836265
00246c7df6f0,5180,-57,Welcome_KAIST,1557228669568,568836261
48f8b3dcef4d,5180,-76,KIXLAB_WIFI_5GHz,1557228669568,568836240
2c56dc84dd88,2442,-42,ISILAB_2,1557228673463,572717369
9cd643c81182,5785,-66,JoyK,1557228673463,572717365
2c56dc84dd8c,5785,-44,ISILAB_5,1557228673463,572717359
00246c7df731,5785,-70,eduroam,1557228673463,572717355
6c709fe0927f,5785,-67,HCIL,1557228673463,572717349
6e7f92e09f70,5785,-68,HCIL guest,1557228673463,572717343
b06ebfa39084,5765,-66,Askai-ASUS_80_5G,1557228673463,572717338
a040a05608f8,5745,-60,,1557228673463,572717334
708bcd2f8264,5745,-71,LIT_5G,1557228673463,572717330
1831bf46ffdc,5745,-55,KECI_5G,1557228673463,572717324
00246c7df362,2472,-76,Welcome_1st_KAIST,1557228673463,572717320
00246c7df361,2472,-77,eduroam,1557228673463,572717317
a640a05608f5,2472,-70,NMSL_N1_721,1557228673463,572717313
00246c7e0420,2472,-92,Welcome_KAIST,1557228673463,572717308
00246c7df722,2472,-66,Welcome_1st_KAIST,1557228673463,572717305
00246c7df721,2472,-66,eduroam,1557228673463,572717300
00246c7df720,2472,-69,Welcome_KAIST,1557228673463,572717296
106f3fe7f284,2462,-81,DioOpenWrt,1557228673463,572717293
00246c7df581,2472,-86,eduroam,1557228673463,572717288
aa40a05608f5,2472,-66,,1557228673463,572717284
00246c7df602,2472,-62,Welcome_1st_KAIST,1557228673463,572717280
00246c7df601,2472,-63,eduroam,1557228673463,572717275
00246c7df600,2472,-61,Welcome_KAIST,1557228673463,572717272
8a366cc94e70,2472,-74,MLILAB824_2,1557228673463,572717269
00246c7df660,2472,-87,Welcome_KAIST,1557228673463,572717266
00246c7df5c1,2472,-92,eduroam,1557228673463,572717261
00246c7df360,2472,-76,Welcome_KAIST,1557228673463,572717258
6cf37ffaab20,2472,-86,Welcome_KAIST,1557228673463,572717255
00246c7df662,2472,-88,Welcome_1st_KAIST,1557228673463,572717251
00246c7df661,2472,-91,eduroam,1557228673463,572717246
00246c7df500,2472,-87,Welcome_KAIST,1557228673463,572717243
6cf37ffaab22,2472,-83,Welcome_1st_KAIST,1557228673463,572717237
6cf37ffaab21,2472,-83,eduroam,1557228673463,572717232
00246c7df580,2472,-86,Welcome_KAIST,1557228673463,572717226
00246c7df682,2452,-40,Welcome_1st_KAIST,1557228673463,572717220
64e599da0368,2442,-69,WCSL 2.4GHz,1557228673463,572717215
00246c7df642,2432,-86,Welcome_1st_KAIST,1557228673463,572717209
6c709fe0927e,2432,-65,HCIL,1557228673463,572717205
b06ebfa39080,2432,-68,Askai-ASUS_80_2G,1557228673463,572717201
6e7e92e09f70,2432,-65,HCIL guest,1557228673463,572717196
00246c7df2f0,5240,-82,Welcome_KAIST,1557228673463,572717193
00246c7e0812,5240,-80,Welcome_1st_KAIST,1557228673463,572717188
00246c7e0811,5240,-80,eduroam,1557228673463,572717185
00246c7df2f2,5240,-80,Welcome_1st_KAIST,1557228673463,572717180
00246c7df2f1,5240,-81,eduroam,1557228673463,572717174
00246c7df612,5240,-64,Welcome_1st_KAIST,1557228673463,572717169
64e599da036c,5240,-62,WCSL 5GHz,1557228673463,572717163
00246c7a88e1,2412,-69,eduroam,1557228673463,572717160
00246c7df591,5220,-85,eduroam,1557228673463,572717155
00246c7a88f2,5220,-56,Welcome_1st_KAIST,1557228673463,572717151
00246c7a88f1,5220,-56,eduroam,1557228673463,572717147
00246c7a88f0,5220,-56,Welcome_KAIST,1557228673463,572717143
00246c7df6e1,2412,-69,eduroam,1557228673463,572717139
00246c7df691,5200,-42,eduroam,1557228673463,572717131
00246c7df690,5200,-42,Welcome_KAIST,1557228673463,572717128
00246c7df2e0,2412,-70,Welcome_KAIST,1557228673463,572717121
b0c745764063,5200,-76,BUFFALO-764062_A,1557228673463,572717117
6038e0bbee02,5200,-66,Lapras_5GHz,1557228673463,572717109
00246c7df6e0,2412,-64,Welcome_KAIST,1557228673463,572717106
64e599e33a54,2412,-71,HCIL-IPTIME,1557228673463,572717097
48f8b3dcef4d,5180,-72,KIXLAB_WIFI_5GHz,1557228673463,572717092
00246c7df6f2,5180,-52,Welcome_1st_KAIST,1557228673463,572717088
00246c7df6f1,5180,-52,eduroam,1557228673463,572717084
00246c7df6f0,5180,-51,Welcome_KAIST,1557228673463,572717080
909f33f59806,5805,-73,MLILAB824_15G,1557228673463,572717075
48f8b3dcef4e,5805,-70,KIXLAB_WIFI_5GHz,1557228673463,572717068
6245b4eeda63,5785,-77,,1557228673463,572717062
00246c7df730,5785,-65,Welcome_KAIST,1557228673463,572717055
00246c7df5c0,2472,-91,Welcome_KAIST,1557228673463,572717045
00246c7df821,2472,-94,eduroam,1557228673463,572717037
00089f65f784,2467,-82,RESL,1557228673463,572717016
00246c7df512,5805,-81,Welcome_1st_KAIST,1557228677379,576624987
00246c7df511,5805,-81,eduroam,1557228677379,576624983
00246c7df510,5805,-85,Welcome_KAIST,1557228677379,576624975
6245b4eeda63,5785,-71,,1557228677379,576624972
9cd643c81182,5785,-70,JoyK,1557228677379,576624968
503eaaa609c2,5785,-85,AutoVehi_edge,1557228677379,576624963
6c709fe0927f,5785,-67,HCIL,1557228677379,576624958
00246c7df732,5785,-68,Welcome_1st_KAIST,1557228677379,576624954
00246c7df731,5785,-66,eduroam,1557228677379,576624949
00246c7df730,5785,-68,Welcome_KAIST,1557228677379,576624944
6e7f92e09f70,5785,-67,HCIL guest,1557228677379,576624941
88366ce94e70,5785,-81,MLILAB824_25G,1557228677379,576624933
2c56dc84dd8c,5785,-37,ISILAB_5,1557228677379,576624927
