altitude,givenTimeMillis,horizontalAccuracy,latitude,longitude,timeMillis,verticalAccuracy
0.0,1557228671028,150.0,36.374102,127.365164,1557228671041,0.0
0.0,1557228709431,35.0,36.374134,127.365409,1557228713599,0.0
0.0,1557228715542,35.0,36.374134,127.365409,1557228715661,0.0
