bssid,frequency,rss,ssid,timeMillis,timestamp
a640a05608f5,2472,-73,NMSL_N1_721,1556898508356,651358039347
00246c7df360,2472,-71,Welcome_KAIST,1556898508356,651358039343
00246c7df3f2,5805,-88,Welcome_1st_KAIST,1556898508356,651358039340
00246c7df3f1,5805,-87,eduroam,1556898508356,651358039333
00246c7df3f0,5805,-88,Welcome_KAIST,1556898508356,651358039329
78542e4cf152,5805,-86,iDBLab-5GHz,1556898508356,651358039322
909f33f59806,5805,-70,MLILAB824_15G,1556898508356,651358039317
48f8b3dcef4e,5805,-72,KIXLAB_WIFI_5GHz,1556898508356,651358039311
00246c7a88f2,5805,-62,Welcome_1st_KAIST,1556898508356,651358039306
00246c7a88f1,5805,-63,eduroam,1556898508356,651358039302
00246c7a88f0,5805,-62,Welcome_KAIST,1556898508356,651358039296
00246c7df6c2,2472,-74,Welcome_1st_KAIST,1556898508356,651358039291
00246c7df6c1,2472,-79,eduroam,1556898508356,651358039287
00246c7df6c0,2472,-78,Welcome_KAIST,1556898508356,651358039282
00246c7a8b22,2472,-70,Welcome_1st_KAIST,1556898508356,651358039271
6c709fe0927f,5785,-69,HCIL,1556898508356,651358039266
9cd643c81182,5785,-55,JoyK,1556898508356,651358039260
88366ce94e70,5785,-65,MLILAB824_25G,1556898508356,651358039255
2c56dc84dd8c,5785,-54,ISILAB_5,1556898508356,651358039250
00246c7df682,2472,-40,Welcome_1st_KAIST,1556898508356,651358039247
00246c7a8b20,2472,-71,Welcome_KAIST,1556898508356,651358039242
00246c7a8b32,5765,-59,Welcome_1st_KAIST,1556898508356,651358039217
00246c7a8b31,5765,-57,eduroam,1556898508356,651358039213
00246c7a8b30,5765,-60,Welcome_KAIST,1556898508356,651358039206
b06ebfa39084,5765,-67,Askai-ASUS_80_5G,1556898508356,651358039199
88366cb3ef2e,5745,-87,SPIRAL5G,1556898508356,651358039193
00246c7df6f0,5745,-53,Welcome_KAIST,1556898508356,651358039187
00246c7df6f2,5745,-52,Welcome_1st_KAIST,1556898508356,651358039183
00246c7df692,5745,-35,Welcome_1st_KAIST,1556898508356,651358039179
00246c7df691,5745,-35,eduroam,1556898508356,651358039145
00246c7df690,5745,-35,Welcome_KAIST,1556898508356,651358039142
909f33a8295a,5745,-65,shheo5g,1556898508356,651358039135
00246c7e0802,2472,-70,Welcome_1st_KAIST,1556898508356,651358039130
00246c7df6f1,5745,-54,eduroam,1556898508356,651358039125
00246c7e0801,2472,-69,eduroam,1556898508356,651358039121
1831bf46ffdc,5745,-44,KECI_5G,1556898508356,651358039110
00246c7df681,2472,-44,eduroam,1556898508356,651358039105
00246c7df680,2472,-43,Welcome_KAIST,1556898508356,651358039095
00246c7e0800,2472,-71,Welcome_KAIST,1556898508356,651358039090
8a366cc94e70,2472,-65,MLILAB824_2,1556898508356,651358039085
b0c745764062,2452,-70,BUFFALO-764062_G,1556898508356,651358039079
88366cb3ef2c,2452,-80,SPIRAL,1556898508356,651358039074
2c56dc84dd88,2442,-53,ISILAB_2,1556898508356,651358039070
1831bf46ffd8,2447,-67,KECI,1556898508356,651358039065
00246c7df6e2,2432,-62,Welcome_1st_KAIST,1556898508356,651358039061
00246c7df6e1,2432,-62,eduroam,1556898508356,651358039032
00246c7df6e0,2432,-62,Welcome_KAIST,1556898508356,651358039028
64e599da036c,5240,-68,WCSL 5GHz,1556898508356,651358039024
929f33f09804,2422,-63,mliguest,1556898508356,651358039019
909f33f59804,2422,-63,MLILAB824_1,1556898508356,651358039015
00246c7df6d1,5220,-85,eduroam,1556898508356,651358039009
00246c7df6d0,5220,-84,Welcome_KAIST,1556898508356,651358039005
00246c7df2f2,5220,-91,Welcome_1st_KAIST,1556898508356,651358038999
00246c7df2f1,5220,-91,eduroam,1556898508356,651358038994
00246c7df721,2412,-67,eduroam,1556898508356,651358038959
48f8b3dcef4c,2417,-66,KIXLAB_WIFI,1556898508356,651358038955
6038e0bbee02,5200,-64,Lapras_5GHz,1556898508356,651358038952
b0c745764063,5200,-77,BUFFALO-764062_A,1556898508356,651358038946
00246c7df720,2412,-65,Welcome_KAIST,1556898508356,651358038941
00246c7df601,2412,-60,eduroam,1556898508356,651358038935
00246c7df600,2412,-59,Welcome_KAIST,1556898508356,651358038930
286d9758d43e,2412,-69,[air purifier] Samsung,1556898508356,651358038925
909f331083be,2412,-81,iptime_dblab,1556898508356,651358038917
48f8b3dcef4d,5180,-72,KIXLAB_WIFI_5GHz,1556898508356,651358038873
00246c7e0802,2472,-76,Welcome_1st_KAIST,1556898511233,651360911688
00246c7e0801,2472,-72,eduroam,1556898511233,651360911683
00246c7df682,2472,-42,Welcome_1st_KAIST,1556898511233,651360911679
00246c7df362,2472,-77,Welcome_1st_KAIST,1556898511233,651360911673
00246c7df580,2472,-81,Welcome_KAIST,1556898511233,651360911668
00246c7df3f2,5805,-82,Welcome_1st_KAIST,1556898511233,651360911663
00246c7df3f1,5805,-81,eduroam,1556898511233,651360911658
00246c7df3f0,5805,-81,Welcome_KAIST,1556898511233,651360911654
78542e4cf152,5805,-85,iDBLab-5GHz,1556898511233,651360911649
00246c7df661,2472,-91,eduroam,1556898511233,651360911643
909f33f59806,5805,-87,MLILAB824_15G,1556898511233,651360911639
00246c7a88f2,5805,-63,Welcome_1st_KAIST,1556898511233,651360911630
