timeMillis,givenTimeMillis,latitude,longitude,altitude,horizontalAccuracy,verticalAccuracy
1580796778692,1580796780489,36.36851285811778,127.3638478322834,93.28457082584804,32.0,Infinity
1580796780699,1580796782507,36.36839286959794,127.36387135000963,68.19920002145797,32.0,Infinity
1580796781715,1580796783507,36.36838950245976,127.36387807155121,68.16541266663104,48.0,Infinity
1580796782708,1580796784507,36.36838276818283,127.36389151463518,68.09783795697719,48.0,Infinity
