bssid,frequency,rss,ssid,timeMillis,timestamp
00246c7df681,2472,-38,eduroam,1556897963552,650813243511
00246c7e0801,2472,-71,eduroam,1556897963552,650813243505
00246c7e0800,2472,-71,Welcome_KAIST,1556897963552,650813243499
a640a05608f5,2472,-68,NMSL_N1_721,1556897963552,650813243496
00246c7df680,2472,-38,Welcome_KAIST,1556897963552,650813243492
00246c7df362,2472,-75,Welcome_1st_KAIST,1556897963552,650813243489
00246c7df361,2472,-77,eduroam,1556897963552,650813243480
00246c7df360,2472,-76,Welcome_KAIST,1556897963552,650813243475
00246c7df3f2,5805,-91,Welcome_1st_KAIST,1556897963552,650813243469
00246c7df3f1,5805,-91,eduroam,1556897963552,650813243464
00246c7df3f0,5805,-87,Welcome_KAIST,1556897963552,650813243458
00246c7df301,2472,-86,eduroam,1556897963552,650813243452
909f33f59806,5805,-78,MLILAB824_15G,1556897963552,650813243448
00246c7df732,5805,-68,Welcome_1st_KAIST,1556897963552,650813243444
00246c7df731,5805,-68,eduroam,1556897963552,650813243441
00246c7df730,5805,-68,Welcome_KAIST,1556897963552,650813243434
00246c7a88f2,5805,-69,Welcome_1st_KAIST,1556897963552,650813243430
00246c7a88f1,5805,-67,eduroam,1556897963552,650813243425
00246c7a88f0,5805,-67,Welcome_KAIST,1556897963552,650813243421
48f8b3dcef4e,5805,-73,KIXLAB_WIFI_5GHz,1556897963552,650813243415
00246c7df6c2,2472,-81,Welcome_1st_KAIST,1556897963552,650813243408
00246c7df6c1,2472,-81,eduroam,1556897963552,650813243405
aa40a05608f5,2472,-71,,1556897963552,650813243400
6c709fe0927f,5785,-74,HCIL,1556897963552,650813243397
6e7f92e09f70,5785,-73,HCIL guest,1556897963552,650813243392
2c56dc84dd8c,5785,-50,ISILAB_5,1556897963552,650813243384
00246c7a8b22,2472,-69,Welcome_1st_KAIST,1556897963552,650813243379
00246c7a8b20,2472,-69,Welcome_KAIST,1556897963552,650813243372
00246c7e0802,2472,-72,Welcome_1st_KAIST,1556897963552,650813243369
909f33591946,5745,-93,NDSL_5G,1556897963552,650813243362
00246c7df692,5745,-38,Welcome_1st_KAIST,1556897963552,650813243359
