calcAzimuth,gesture,stepLength,timeMillis
205.0292,8,0.65,1556869233820
204.67078,8,0.65,1556869234470
204.84999,8,0.65,1556869235160
204.76038,8,0.65,1556869235830
204.80519,8,0.65,1556869236490
193.04642,8,0.65,1556869237200
198.92581,8,0.65,1556869237820
195.98611,8,0.65,1556869238520
197.45596,8,0.65,1556869239860
196.72104,8,0.65,1556869240490
197.0885,8,0.65,1556869241150
196.90477,0,0.65,1556869241850
196.99663,0,0.65,1556869242510
196.9507,0,0.65,1556869243170
196.97366,0,0.65,1556869243840
196.96219,0,0.65,1556869244490
196.96793,0,0.65,1556869245190
196.96506,8,0.65,1556869245840
196.96649,8,0.65,1556869246550
196.96577,8,0.65,1556869247200
196.96613,8,0.65,1556869247890
196.96594,8,0.65,1556869248640
196.96603,0,0.65,1556869249270
196.96599,0,0.65,1556869250020
196.96602,0,0.65,1556869251370
196.966,0,0.65,1556869252060
196.96602,0,0.65,1556869252720
196.966,8,0.65,1556869253510
196.966,8,0.65,1556869254090
196.966,8,0.65,1556869254760
196.966,8,0.65,1556869255500
196.966,8,0.65,1556869256250
196.966,8,0.65,1556869256860
196.966,0,0.65,1556869257490
256.203,0,0.65,1556869258150
226.58452,0,0.65,1556869258840
252.02127,0,0.65,1556869259520
280.63004,0,0.65,1556869260200
303.88043,0,0.65,1556869260850
292.25525,0,0.65,1556869261550
278.1116,0,0.65,1556869262220
285.1834,0,0.65,1556869262920
280.96118,0,0.65,1556869263670
286.46915,0,0.65,1556869264310
293.74515,0,0.65,1556869264940
300.80084,0,0.65,1556869265620
300.8072,0,0.65,1556869266270
298.76895,0,0.65,1556869266980
301.52176,0,0.65,1556869267650
300.14536,0,0.65,1556869268350
302.21024,0,0.65,1556869268950
301.1778,0,0.65,1556869269670
301.694,0,0.65,1556869270290
301.4359,0,0.65,1556869271040
301.56497,0,0.65,1556869271600
301.50043,0,0.65,1556869272280
291.98553,0,0.65,1556869272890
303.4162,8,0.65,1556869273560
303.57507,8,0.65,1556869274260
291.95706,8,0.65,1556869274940
282.41803,8,0.65,1556869275590
274.62903,8,0.65,1556869276250
258.60773,8,0.65,1556869276950
263.50107,0,0.65,1556869277630
272.94077,0,0.65,1556869278360
282.56,0,0.65,1556869279020
303.88297,0,0.65,1556869279770
293.2215,0,0.65,1556869280360
314.70654,0,0.65,1556869280980
303.96402,0,0.65,1556869281730
310.66913,0,0.65,1556869282350
307.31656,0,0.65,1556869283010
271.47983,0,0.65,1556869283650
281.06638,0,0.65,1556869284340
278.22592,0,0.65,1556869285000
285.15494,8,0.65,1556869285670
300.72104,8,0.65,1556869287030
272.7269,8,0.65,1556869287640
264.1072,8,0.65,1556869288360
261.25623,8,0.65,1556869288940
