calcAzimuth,gesture,stepLength,timeMillis
249.92355,0,0.65,1556869163790
42.257725,0,0.65,1556869164590
36.471397,0,0.65,1556869165310
106.28039,0,0.65,1556869166040
88.38245,0,0.65,1556869166770
83.10554,0,0.65,1556869167440
69.21261,0,0.65,1556869168110
53.652306,0,0.65,1556869168830
35.4022,0,0.65,1556869169490
15.913472,0,0.65,1556869170190
13.260362,0,0.65,1556869170860
16.692717,0,0.65,1556869171560
21.683773,0,0.65,1556869172200
27.712519,0,0.65,1556869172860
35.444946,0,0.65,1556869173480
46.817825,0,0.65,1556869174150
52.836853,0,0.65,1556869174800
56.21528,0,0.65,1556869175450
60.48116,0,0.65,1556869176770
35.6285,0,0.65,1556869177380
51.982452,0,0.65,1556869178130
12.321891,0,0.65,1556869178730
22.585522,0,0.65,1556869179370
16.881443,0,0.65,1556869180060
23.466076,0,0.65,1556869180700
27.766573,0,0.65,1556869181350
28.764122,0,0.65,1556869182040
25.016806,0,0.65,1556869182680
24.143684,0,0.65,1556869183360
23.39144,0,0.65,1556869184000
22.68437,0,0.65,1556869184650
23.908997,0,0.65,1556869185310
19.353544,0,0.65,1556869186000
25.668049,0,0.65,1556869186640
7.876965,0,0.65,1556869187310
3.1921518,0,0.65,1556869187940
11.839731,0,0.65,1556869188670
7.515941,0,0.65,1556869189290
338.43686,0,0.65,1556869190030
16.199791,0,0.65,1556869190640
16.895905,0,0.65,1556869191300
6.439362,0,0.65,1556869191970
16.06525,0,0.65,1556869192660
15.728745,8,0.65,1556869193290
18.943281,8,0.65,1556869193960
19.011091,8,0.65,1556869194620
18.977186,8,0.65,1556869195330
41.49577,8,0.65,1556869196000
65.50997,8,0.65,1556869196690
69.36627,8,0.65,1556869197320
62.595406,8,0.65,1556869198030
14.504271,8,0.65,1556869198640
34.01405,8,0.65,1556869199340
36.75388,8,0.65,1556869199990
26.786293,8,0.65,1556869200690
25.359375,8,0.65,1556869201290
15.052978,8,0.65,1556869202010
9.746877,8,0.65,1556869202640
19.318745,8,0.65,1556869203430
28.2603,8,0.65,1556869204050
29.520096,8,0.65,1556869204720
28.114037,8,0.65,1556869205340
32.472004,8,0.65,1556869206040
22.309607,8,0.65,1556869206670
29.208076,8,0.65,1556869207390
36.630054,8,0.65,1556869208030
42.049946,8,0.65,1556869208690
54.057575,8,0.65,1556869209360
50.413593,8,0.65,1556869210030
44.47597,8,0.65,1556869210690
36.937912,8,0.65,1556869211390
36.822647,8,0.65,1556869212040
36.88028,8,0.65,1556869212710
23.451853,8,0.65,1556869213380
39.077385,8,0.65,1556869214080
50.548054,8,0.65,1556869214730
55.015198,8,0.65,1556869215380
43.347694,8,0.65,1556869216070
94.62607,8,0.65,1556869216780
67.4894,0,0.65,1556869217380
42.531513,0,0.65,1556869218100
51.675518,0,0.65,1556869218690
68.44146,0,0.65,1556869219390
66.02552,0,0.65,1556869220060
26.92731,0,0.65,1556869220760
8.512071,0,0.65,1556869221390
8.963975,0,0.65,1556869222080
12.258504,0,0.65,1556869223430
15.926971,0,0.65,1556869224110
27.967457,0,0.65,1556869224740
51.1865,0,0.65,1556869225390
55.68873,0,0.65,1556869226070
50.70839,0,0.65,1556869226750
53.495125,0,0.65,1556869227470
83.30726,0,0.65,1556869228180
76.6182,0,0.13,1556869229120
210.13264,0,0.13,1556869230350
208.61353,0,0.13,1556869231080
202.87862,0,0.65,1556869231790
205.74608,0,0.65,1556869232430
204.31235,0,0.65,1556869233130
