bssid,frequency,legit,rss,ssid,timestamp,wifiNo
18:31:bf:46:ff:d8,2437,true,-39,KEAI,2075167395724,1
9c:d6:43:c8:11:80,2457,true,-42,,2075167395768,1
00:24:6c:7d:f6:91,5180,true,-43,eduroam,2075167395628,1
00:24:6c:7d:f6:90,5180,true,-44,Welcome_KAIST,2075167395625,1
18:31:bf:46:ff:dc,5805,true,-44,KEAI-5G,2075167395735,1
2c:56:dc:84:dd:88,2462,true,-47,ISILAB_2,2075167395763,1
2c:56:dc:84:dd:8c,5805,true,-50,ISILAB-5G,2075167395740,1
9c:d6:43:c8:11:82,5745,true,-54,JoyK,2075167395683,1
9c:30:5b:e7:70:3a,2462,true,-57,HP-Print-3a-LaserJet 500,2075167395783,1
48:f8:b3:dc:ef:4c,2427,true,-58,KIXLAB_WIFI,2075167395675,1
60:38:e0:bb:ee:01,2462,true,-58,Lapras2.4G,2075167395771,1
62:38:e0:bb:ee:01,2462,true,-59,Lapras2.4G-guest,2075167395773,1
00:24:6c:7d:f6:e0,2412,true,-59,Welcome_KAIST,2075167395630,1
6c:70:9f:e0:92:7e,2432,true,-60,HCIL,2075167395714,1
6e:7e:92:e0:9f:70,2432,true,-60,HCIL guest,2075167395711,1
00:24:6c:7d:f6:e1,2412,true,-60,eduroam,2075167395637,1
00:08:9f:bf:5e:44,2462,true,-61,MoCA,2075167395758,1
00:0f:00:72:80:4e,2462,true,-61,DIRECT-YNJOYK-MAINmsJw,2075167395788,1
00:26:66:69:c8:e8,2462,true,-62,naorobot,2075167395760,1
90:9f:33:f5:98:04,2422,true,-62,MLILAB824_1,2075167395656,1
00:24:6c:7a:8b:20,2437,true,-62,Welcome_KAIST,2075167395748,1
28:6d:97:58:d4:3e,2412,true,-63,[air purifier] Samsung,2075167395639,1
72:5d:cc:48:5b:28,2447,true,-63,hcil_vr4t,2075167395751,1
00:24:6c:7e:08:01,2412,true,-63,eduroam,2075167395644,1
2a:3a:4d:3b:45:25,2437,true,-63,DIRECT-25-HP M477 LaserJet,2075167395727,1
00:24:6c:7a:8b:21,2437,true,-63,eduroam,2075167395730,1
10:6f:3f:e7:e1:a0,2462,true,-63,SmartIoT,2075167395781,1
78:54:2e:4c:f1:50,2447,true,-64,iDBLab-2.4GHz,2075167395753,1
00:24:6c:7a:88:f1,5240,true,-65,eduroam,2075167395664,1
00:24:6c:7d:f6:10,5220,true,-65,Welcome_KAIST,2075167395651,1
00:24:6c:7d:f6:11,5220,true,-65,eduroam,2075167395654,1
8a:36:6c:c9:4e:70,2472,true,-65,MLILAB824_2,2075167395796,1
00:24:6c:7d:f6:f1,5240,true,-67,eduroam,2075167395666,1
00:24:6c:7a:88:f0,5240,true,-67,Welcome_KAIST,2075167395662,1
00:24:6c:7e:08:00,2412,true,-67,Welcome_KAIST,2075167395642,1
92:9f:33:f0:98:04,2422,true,-67,mliguest,2075167395677,1
88:36:6c:b3:ef:2c,2417,true,-67,SPIRAL,2075167395659,1
00:24:6c:7d:f6:f0,5240,true,-68,Welcome_KAIST,2075167395673,1
10:6f:3f:e7:f2:84,2462,true,-68,DioOpenWrt,2075167395756,1
70:5d:cc:78:5b:28,5745,true,-69,hcil_vr4t5G,2075167395689,1
