bssid,frequency,legit,rss,ssid,timestamp,wifiNo
18:31:bf:46:ff:dc,5805,true,-41,KEAI-5G,610791337126,1
00:24:6c:7d:f6:91,5240,true,-42,eduroam,610791336776,1
00:24:6c:7d:f6:90,5240,true,-42,Welcome_KAIST,610791336764,1
18:31:bf:46:ff:d8,2462,true,-42,KEAI,610791337160,1
9c:d6:43:c8:11:80,2457,true,-46,,610791337012,1
2c:56:dc:84:dd:88,2462,true,-48,ISILAB_2,610791337169,1
2c:56:dc:84:dd:8c,5745,true,-49,ISILAB-5G,610791336896,1
0a:28:19:ab:62:85,2462,true,-49,DIRECT-YXDESKTOP-TVS6P41msqN,610791337178,1
00:26:66:69:c8:e8,2462,true,-50,naorobot,610791337189,1
28:6d:97:58:d4:3e,2412,true,-52,[air purifier] Samsung,610791336522,1
6e:7e:92:e0:9f:70,2432,true,-55,HCIL guest,610791336786,1
62:38:e0:bb:ee:01,2437,true,-55,Lapras2.4G-guest,610791336819,1
6c:70:9f:e0:92:7e,2432,true,-55,HCIL,610791336809,1
9c:d6:43:c8:11:82,5745,true,-56,JoyK,610791336944,1
60:38:e0:bb:ee:01,2437,true,-56,Lapras2.4G,610791336800,1
00:24:6c:7d:f6:e1,2412,true,-57,eduroam,610791336569,1
72:5d:cc:48:5b:28,2447,true,-59,hcil_vr4t,610791336910,1
00:24:6c:7a:8b:21,2437,true,-59,eduroam,610791336885,1
8a:36:6c:c9:4e:70,2472,true,-59,MLILAB824_2,610791337213,1
b0:4e:26:19:9a:f7,2417,true,-60,icl_2.412GHz,610791336611,1
00:24:6c:7d:f6:e0,2412,true,-61,Welcome_KAIST,610791336561,1
00:08:9f:bf:5e:44,2462,true,-61,MoCA,610791337201,1
00:24:6c:7d:f6:f1,5180,true,-62,eduroam,610791336552,1
00:24:6c:7d:f6:f0,5180,true,-62,Welcome_KAIST,610791336539,1
88:36:6c:e9:4e:70,5785,true,-64,MLILAB824_25G,610791337024,1
00:24:6c:7a:88:f0,5805,true,-64,Welcome_KAIST,610791337068,1
00:24:6c:7a:88:f1,5805,true,-64,eduroam,610791337079,1
c4:e9:84:f8:c7:73,2462,true,-65,irnlp,610791337043,1
10:6f:3f:e7:e1:a0,2462,true,-65,SmartIoT,610791337034,1
00:24:6c:7a:8b:20,2437,true,-66,Welcome_KAIST,610791336873,1
70:5d:cc:78:5b:28,5745,true,-67,hcil_vr4t5G,610791336934,1
00:24:6c:7a:8b:31,5220,true,-68,eduroam,610791336732,1
9c:ad:97:5c:1d:65,2437,true,-68,HP-Print-65-LaserJet 500,610791336840,1
00:24:6c:7a:8b:30,5220,true,-69,Welcome_KAIST,610791336723,1
b0:c7:45:76:40:62,2422,true,-69,BUFFALO-764062_G,610791336675,1
60:38:e0:bb:ee:02,5200,true,-69,Lapras5G,610791336662,1
62:38:e0:bb:ee:02,5200,true,-69,Lapras5G-guest,610791336644,1
78:54:2e:4c:f1:50,2447,true,-69,iDBLab-2.4GHz,610791337001,1
38:d5:47:e3:57:5c,5745,true,-71,NMSL_N1_721_ASUS5G,610791336922,1
00:24:6c:7d:f7:30,5805,true,-72,Welcome_KAIST,610791337137,1
00:24:6c:7d:f7:31,5805,true,-72,eduroam,610791337149,1
48:f8:b3:dc:ef:4e,5805,true,-73,KIXLAB_WIFI_5GHz,610791337055,1
6e:7f:92:e0:9f:70,5745,true,-74,HCIL guest,610791336955,1
6c:70:9f:e0:92:7f,5745,true,-74,HCIL,610791336968,1
88:36:6c:b3:ef:2c,2417,true,-75,SPIRAL,610791336623,1
48:f8:b3:dc:ef:4d,5180,true,-76,KIXLAB_WIFI_5GHz,610791336485,1
00:24:6c:7d:f6:11,5805,true,-76,eduroam,610791337112,1
90:9f:33:2b:63:da,2422,true,-76,KEON@DEAL,610791336698,1
00:24:6c:7d:f6:10,5805,true,-76,Welcome_KAIST,610791337102,1
90:9f:33:f5:98:06,5805,true,-77,MLILAB824_15G,610791337091,1
16:11:32:a5:95:e5,2432,true,-77,,610791336742,1
10:6f:3f:e7:e1:a1,5240,true,-79,SmartIoT-5G,610791336828,1
70:8b:cd:2f:82:64,5745,true,-79,LIT_5G,610791336978,1
c4:e9:84:f8:c7:72,5200,true,-80,irnlp,610791336633,1
b0:4e:26:19:9a:f6,5765,true,-80,icl_5.785GHz,610791336990,1
b0:c7:45:76:40:63,5200,true,-86,BUFFALO-764062_A,610791336684,1
00:24:6c:7e:08:10,5180,true,-87,Welcome_KAIST,610791336577,1
78:54:2e:4c:f1:52,5220,true,-88,iDBLab-5GHz,610791336754,1
00:24:6c:7e:08:11,5180,true,-88,eduroam,610791336589,1
00:24:6c:7d:f6:d1,5240,true,-89,eduroam,610791336863,1
90:9f:33:12:29:c0,5180,true,-89,Sungpil_RESL5G,610791336599,1
00:24:6c:7d:f4:31,5200,true,-89,eduroam,610791336710,1
00:24:6c:7d:f6:d0,5240,true,-91,Welcome_KAIST,610791336850,1
00:24:6c:7d:f5:81,2462,true,-45,eduroam,610811374537,2
00:24:6c:7d:f5:80,2462,true,-46,Welcome_KAIST,610811374488,2
00:24:6c:7d:f5:91,5240,true,-52,eduroam,610811374434,2
96:53:30:29:0e:90,2437,true,-52,DIRECT-90-HP M477 LaserJet,610811374441,2
5e:ea:1d:bf:dc:44,2437,true,-52,DIRECT-44-HP M477 LaserJet,610811374456,2
88:36:6c:41:85:5c,2412,true,-54,iptime,610811374307,2
00:24:6c:7d:f5:90,5240,true,-54,Welcome_KAIST,610811374427,2
00:08:9f:1c:1a:e3,2462,true,-56,ISILab8,610811374545,2
00:26:66:18:15:7c,2422,true,-57,DoDo,610811374397,2
00:24:6c:7d:f3:e1,2412,true,-58,eduroam,610811374340,2
00:24:6c:7d:f3:e0,2412,true,-58,Welcome_KAIST,610811374370,2
90:9f:33:ac:99:10,2417,true,-59,NMSL_N1_706,610811374362,2
00:24:6c:7d:f5:11,5805,true,-61,eduroam,610811374530,2
00:24:6c:7d:f5:10,5805,true,-62,Welcome_KAIST,610811374522,2
00:24:6c:7d:f3:10,5200,true,-65,Welcome_KAIST,610811374377,2
00:24:6c:7d:f3:11,5200,true,-65,eduroam,610811374383,2
28:6d:97:58:d4:3e,2412,true,-67,[air purifier] Samsung,610811374347,2
00:24:6c:7d:f6:70,5220,true,-71,Welcome_KAIST,610811374404,2
00:24:6c:7d:f6:71,5220,true,-71,eduroam,610811374412,2
88:36:6c:41:85:5e,5745,true,-72,iptime5G,610811374481,2
86:25:19:9d:92:02,2462,true,-72,DIRECT-b9C145x Series,610811374552,2
38:d5:47:08:9c:30,2462,true,-73,KIXLAB_WIFI,610811374568,2
00:24:6c:7d:f4:90,5805,true,-77,Welcome_KAIST,610811374502,2
38:d5:47:e3:57:58,2412,true,-78,NMSL_N1_721_ASUS,610811374390,2
00:24:6c:7d:f4:91,5805,true,-78,eduroam,610811374515,2
00:24:6c:78:f5:b1,5180,true,-81,eduroam,610811374332,2
00:24:6c:7d:f8:71,5785,true,-81,eduroam,610811374495,2
00:24:6c:78:f5:b0,5180,true,-83,Welcome_KAIST,610811374325,2
70:5d:cc:78:5b:28,5745,true,-84,hcil_vr4t5G,610811374473,2
70:5d:cc:1b:ae:a4,5745,true,-85,egocoord5G,610811374464,2
32:cd:a7:12:97:e4,2462,true,-85,DIRECT-7wC460 Series,610811374559,2
64:ee:b7:9b:0b:59,5220,true,-87,gsiscsp2,610811374418,2
00:24:6c:7d:f6:f1,5180,true,-88,eduroam,610811374356,2
00:24:6c:7d:f4:21,2412,true,-88,eduroam,610811374316,2
00:24:6c:7e:03:d1,5240,true,-88,eduroam,610811374448,2
38:d5:47:e3:57:5c,5745,true,-43,NMSL_N1_721_ASUS5G,610831404071,3
00:24:6c:7d:f6:e0,2412,true,-46,Welcome_KAIST,610831403592,3
00:24:6c:7d:f6:e1,2412,true,-46,eduroam,610831403626,3
38:d5:47:e3:57:58,2412,true,-48,NMSL_N1_721_ASUS,610831403539,3
00:24:6c:7a:8b:21,2437,true,-49,eduroam,610831403822,3
00:24:6c:7a:8b:20,2437,true,-50,Welcome_KAIST,610831404276,3
