bssid,frequency,legit,rss,ssid,timestamp,wifiNo
00:24:6c:7d:f5:81,2462,true,-42,eduroam,339715510699,1
00:24:6c:7d:f5:80,2462,true,-43,Welcome_KAIST,339715510311,1
00:24:6c:7d:f5:91,5180,true,-55,eduroam,339715510131,1
00:24:6c:7d:f5:90,5180,true,-56,Welcome_KAIST,339715510091,1
00:22:6b:81:b8:a9,2437,true,-60,winslab1,339715510372,1
90:9f:33:f5:00:50,2412,true,-62,mli,339715510182,1
26:6a:6f:79:74:a0,2462,true,-65,Lee의 방문자 네트워크,339715510672,1
00:24:6c:7d:f3:e1,2412,true,-65,eduroam,339715510170,1
00:24:6c:7d:f3:f1,5785,true,-65,eduroam,339715510574,1
24:a0:74:79:6f:6a,2462,true,-66,dleehub,339715510688,1
00:24:6c:7d:f3:e0,2412,true,-66,Welcome_KAIST,339715510152,1
00:24:6c:7d:f3:f0,5785,true,-66,Welcome_KAIST,339715510560,1
ea:9e:b4:2c:56:7b,2412,true,-68,DIRECT-7b-HP M477 LaserJet,339715510198,1
00:24:6c:7d:f4:90,5240,true,-68,Welcome_KAIST,339715510411,1
00:24:6c:7d:f4:91,5240,true,-69,eduroam,339715510361,1
00:24:6c:7d:f5:11,5200,true,-70,eduroam,339715510287,1
00:24:6c:7d:f5:10,5200,true,-71,Welcome_KAIST,339715510272,1
7e:49:eb:5f:ab:4f,2472,true,-71,zhimi-fan-za1_mibtab4f,339715510711,1
88:36:6c:41:85:5c,2412,true,-73,iptime,339715510254,1
70:5d:cc:0b:e1:88,2442,true,-73,OpenSE,339715510545,1
00:24:6c:7d:f6:70,5745,true,-74,Welcome_KAIST,339715510497,1
00:24:6c:7d:f6:71,5745,true,-74,eduroam,339715510514,1
00:24:6c:7d:f3:11,5240,true,-75,eduroam,339715510399,1
00:26:66:18:15:7c,2422,true,-76,DoDo,339715510298,1
00:24:6c:7d:f3:10,5240,true,-76,Welcome_KAIST,339715510385,1
9e:30:5b:ad:f4:51,2437,true,-76,DIRECT-51-HP M477 LaserJet,339715510425,1
00:22:6b:81:b8:aa,5785,true,-80,winslab1,339715510588,1
86:25:19:01:19:fc,2412,true,-82,DIRECT-4BC48x Series,339715510212,1
90:9f:33:f5:00:52,5745,true,-83,mli5G,339715510463,1
70:5d:cc:a1:43:f4,5785,true,-85,403_ROOM_5G,339715510642,1
88:36:6c:41:85:5e,5745,true,-86,iptime5G,339715510478,1
38:d5:47:e3:57:5c,5745,true,-86,NMSL_N1_721_ASUS5G,339715510528,1
00:24:6c:7a:88:f1,5805,true,-87,eduroam,339715510657,1
00:24:6c:7d:f3:70,5220,true,-88,Welcome_KAIST,339715510335,1
00:24:6c:7d:f3:71,5220,true,-88,eduroam,339715510350,1
00:24:6c:7e:08:71,5785,true,-88,eduroam,339715510629,1
00:24:6c:78:f5:b1,5180,true,-89,eduroam,339715510243,1
48:f8:b3:dc:ef:4c,2427,true,-89,KIXLAB_WIFI,339715510324,1
8a:36:6c:cd:c6:84,2452,true,-89,WL24G,339715510601,1
00:24:6c:7e:08:70,5785,true,-89,Welcome_KAIST,339715510616,1
00:24:6c:78:f5:b0,5180,true,-91,Welcome_KAIST,339715510229,1
00:24:6c:7e:03:d1,5240,true,-91,eduroam,339715510439,1
00:24:6c:7d:f6:e1,2462,true,-43,eduroam,339735667756,2
28:6d:97:58:d4:3e,2412,true,-46,[air purifier] Samsung,339735666968,2
2c:56:dc:84:dd:88,2462,true,-46,ISILAB_2,339735667697,2
00:24:6c:7d:f6:e0,2462,true,-46,Welcome_KAIST,339735667725,2
72:5d:cc:48:5b:28,2447,true,-48,hcil_vr4t,339735667589,2
00:26:66:69:c8:e8,2462,true,-51,naorobot,339735667799,2
6e:7e:92:e0:9f:70,2432,true,-53,HCIL guest,339735667175,2
70:5d:cc:78:5b:28,5745,true,-54,hcil_vr4t5G,339735667427,2
00:24:6c:7a:8b:20,2437,true,-55,Welcome_KAIST,339735667399,2
00:24:6c:7a:8b:21,2437,true,-55,eduroam,339735667411,2
9c:ad:97:5c:1d:65,2437,true,-56,HP-Print-65-LaserJet 500,339735667325,2
60:38:e0:bb:ee:01,2437,true,-56,Lapras2.4G,339735667355,2
62:38:e0:bb:ee:01,2437,true,-56,Lapras2.4G-guest,339735667372,2
6c:70:9f:e0:92:7f,5745,true,-56,HCIL,339735667496,2
18:31:bf:46:ff:d8,2462,true,-56,KEAI,339735667812,2
38:d5:47:e3:57:58,2412,true,-57,NMSL_N1_721_ASUS,339735666934,2
6c:70:9f:e0:92:7e,2432,true,-57,HCIL,339735667189,2
6e:7f:92:e0:9f:70,5745,true,-57,HCIL guest,339735667445,2
2c:56:dc:84:dd:8c,5805,true,-58,ISILAB-5G,339735667712,2
72:5d:cc:4b:ae:a4,2472,true,-58,egocoord,339735667842,2
00:24:6c:7d:f6:f1,5240,true,-59,eduroam,339735667257,2
90:9f:33:6b:bc:86,2472,true,-59,NMSL_Server_2.4G,339735667859,2
9c:d6:43:c8:11:80,2457,true,-60,,339735667785,2
38:d5:47:e3:57:5c,5745,true,-61,NMSL_N1_721_ASUS5G,339735667461,2
00:24:6c:7d:f6:f0,5240,true,-61,Welcome_KAIST,339735667244,2
00:08:9f:bf:5e:44,2462,true,-63,MoCA,339735667826,2
9c:30:5b:e7:70:3a,2462,true,-64,HP-Print-3a-LaserJet 500,339735667617,2
18:31:bf:46:ff:dc,5805,true,-64,KEAI-5G,339735667740,2
30:b5:c2:bd:d2:8d,2412,true,-65,VIAM,339735666953,2
00:24:6c:7d:f5:80,2462,true,-68,Welcome_KAIST,339735666863,2
70:5d:cc:1b:ae:a4,5745,true,-68,egocoord5G,339735667479,2
c4:e9:84:f8:c7:73,2462,true,-68,irnlp,339735667770,2
00:24:6c:7a:8b:31,5180,true,-69,eduroam,339735666919,2
00:24:6c:7d:f6:90,5240,true,-69,Welcome_KAIST,339735667309,2
00:24:6c:7a:8b:30,5180,true,-70,Welcome_KAIST,339735666903,2
00:24:6c:7d:f6:91,5240,true,-70,eduroam,339735667273,2
60:38:e0:bb:ee:02,5200,true,-71,Lapras5G,339735667031,2
62:38:e0:bb:ee:02,5200,true,-71,Lapras5G-guest,339735667045,2
00:24:6c:7e:04:21,2412,true,-73,eduroam,339735666981,2
b0:c7:45:76:40:62,2422,true,-73,BUFFALO-764062_G,339735667102,2
