id,time,x,y,z
98,1508482027752,-33.75,-39.75,-42.9375
99,1508482027771,-33.375,-40.875,-42.125
100,1508482027790,-33.375,-40.125,-42.5625
101,1508482027810,-34.125,-40.125,-40.9375
102,1508482027829,-33.75,-39.75,-42.9375
103,1508482027855,-34.125,-39.75,-40.5625
104,1508482027881,-33.75,-41.9375,-40.9375
105,1508482027906,-33.75,-42.6875,-38.9375
106,1508482027927,-34.125,-43.4375,-38.125
107,1508482027954,-34.5,-44.5,-38.5
108,1508482027977,-33.375,-44.5,-38.5625
109,1508482028001,-32.6875,-46,-38.5
110,1508482028024,-31.5625,-45.625,-38.5
111,1508482028045,-31.5625,-45.25,-40.125
112,1508482028068,-30.4375,-46,-39.3125
113,1508482028093,-30.8125,-46,-39.75
114,1508482028117,-30.8125,-46.75,-39.3125
115,1508482028142,-30.4375,-47.125,-38.125
116,1508482028163,-30.8125,-46.75,-39.3125
117,1508482028186,-31.1875,-48.1875,-37.3125
118,1508482028208,-30.8125,-47.8125,-39.3125
119,1508482028227,-30.4375,-47.8125,-38.125
120,1508482028248,-31.5625,-47.8125,-38.125
121,1508482028270,-31.1875,-47.4375,-38.125
122,1508482028288,-31.9375,-46.75,-37.3125
123,1508482028308,-31.5625,-47.4375,-38.5
124,1508482028330,-31.5625,-47.4375,-39.3125
125,1508482028352,-32.6875,-47.125,-38.5625
126,1508482028374,-33.75,-47.4375,-38.5625
127,1508482028397,-33.0625,-46.75,-37.75
128,1508482028418,-33.375,-48.1875,-36.125
129,1508482028434,-34.5,-48.1875,-36.5
130,1508482028461,-34.125,-48.1875,-36.125
131,1508482028479,-34.125,-47.8125,-35.75
132,1508482028495,-34.5,-47.8125,-34.5
133,1508482028514,-35.625,-48.1875,-34.5
134,1508482028536,-36,-48.1875,-33.6875
135,1508482028558,-37.0625,-47.8125,-33.6875
136,1508482028580,-37.4375,-47.4375,-32.5
137,1508482028602,-38.1875,-46.375,-32.125
138,1508482028622,-38.9375,-46.75,-30.9375
139,1508482028644,-38.9375,-46.375,-31.3125
140,1508482028665,-39.6875,-46.375,-30.5
141,1508482028686,-40,-46.375,-29.3125
142,1508482028706,-41.125,-46,-29.3125
143,1508482028726,-41.5,-47.125,-28.9375
144,1508482028745,-41.875,-46,-29.3125
145,1508482028766,-41.875,-45.25,-28.125
146,1508482028788,-42.625,-45.25,-27.3125
147,1508482028808,-41.875,-44.875,-27.6875
148,1508482028828,-41.875,-45.25,-27.6875
149,1508482028848,-42.25,-45.25,-26.125
150,1508482028870,-42.9375,-44.875,-28.125
151,1508482028893,-42.625,-45.625,-26.125
152,1508482028916,-43.3125,-46.375,-26.125
153,1508482028941,-43.6875,-46.75,-24.125
154,1508482028962,-43.3125,-46,-24.125
155,1508482028992,-43.3125,-46.375,-23.6875
156,1508482029015,-43.3125,-46.75,-24.5
157,1508482029035,-43.6875,-47.125,-22.5
158,1508482029059,-43,-46.75,-22.5
159,1508482029080,-43.6875,-47.125,-24.125
160,1508482029103,-42.9375,-46.375,-23.3125
161,1508482029125,-43.3125,-47.4375,-21.6875
162,1508482029148,-42.9375,-47.8125,-21.3125
163,1508482029171,-41.875,-47.4375,-20.875
164,1508482029195,-42.25,-47.4375,-20.875
165,1508482029219,-41.875,-47.8125,-20.0625
166,1508482029240,-41.125,-48.5625,-20.875
167,1508482029259,-40.75,-48.1875,-20.875
168,1508482029279,-41.125,-47.8125,-21.3125
169,1508482029299,-40.75,-47.8125,-20.0625
170,1508482029319,-40.75,-47.4375,-21.3125
171,1508482029341,-41.125,-47.8125,-20.875
172,1508482029362,-41.125,-46.75,-21.3125
173,1508482029384,-40.375,-47.8125,-19.3125
174,1508482029408,-41.125,-47.125,-20.0625
175,1508482029432,-41.125,-46.75,-20.0625
176,1508482029456,-41.5,-46.75,-19.3125
177,1508482029478,-42.25,-46,-19.3125
178,1508482029499,-41.875,-45.25,-18.875
179,1508482029523,-42.25,-44.875,-18.0625
180,1508482029544,-42.9375,-44.125,-18.0625
181,1508482029567,-43.6875,-43.4375,-16.875
182,1508482029589,-43.6875,-42.6875,-16.875
183,1508482029613,-43.6875,-41.9375,-17.3125
184,1508482029636,-44.4375,-41.5625,-16.875
185,1508482029657,-44.8125,-40.125,-18.0625
186,1508482029676,-45.1875,-39.375,-17.3125
187,1508482029696,-45.1875,-39,-17.6875
188,1508482029715,-45.5625,-38.625,-16.5
189,1508482029735,-45.1875,-38.25,-15.25
190,1508482029763,-46.625,-36.8125,-14.0625
191,1508482029783,-47,-36.8125,-14.5
192,1508482029803,-46.625,-35.3125,-15.6875
193,1508482029823,-47,-34.9375,-14.875
194,1508482029846,-47.375,-34.5625,-15.25
195,1508482029866,-48.125,-33.5,-15.25
196,1508482029889,-47.375,-33.125,-14.5
197,1508482029913,-47.375,-32.75,-13.6875
198,1508482029936,-47.75,-32.375,-13.25
199,1508482029961,-47.375,-32.375,-14.0625
200,1508482029983,-47.75,-31.625,-12.875
201,1508482030007,-47.75,-31.25,-12.5
202,1508482030031,-47.75,-31.625,-12.875
203,1508482030052,-47.375,-30.5625,-14.0625
204,1508482030074,-47.75,-30.5625,-12.5
205,1508482030098,-47.375,-30.1875,-13.25
206,1508482030123,-47,-30.5625,-12.0625
207,1508482030143,-47,-29.8125,-12.0625
208,1508482030160,-45.9375,-29.4375,-10.4375
209,1508482030183,-46.25,-29.0625,-11.25
210,1508482030202,-46.25,-29.8125,-11.6875
211,1508482030222,-45.5625,-29.8125,-10.0625
212,1508482030242,-46.25,-29.8125,-10.0625
213,1508482030261,-45.5625,-29.4375,-9.6875
214,1508482030281,-45.5625,-29.0625,-9.25
215,1508482030302,-45.1875,-29.0625,-10.5
216,1508482030324,-45.1875,-28.6875,-9.25
217,1508482030345,-44.8125,-28,-8.875
218,1508482030367,-44.8125,-28.3125,-8.0625
219,1508482030391,-44.8125,-28.3125,-9.25
220,1508482030414,-45.1875,-28,-9.6875
221,1508482030439,-44.4375,-26.875,-9.25
222,1508482030460,-43.6875,-26.875,-10.875
223,1508482030483,-43.3125,-26.5,-11.6875
224,1508482030505,-42.625,-26.5,-8.4375
225,1508482030528,-42.625,-25.75,-10.5
226,1508482030551,-43.6875,-26.125,-10.0625
227,1508482030577,-42.625,-26.125,-9.6875
228,1508482030599,-42.25,-25.375,-9.6875
229,1508482030622,-42.625,-25,-10.4375
230,1508482030647,-42.25,-24.6875,-10.4375
231,1508482030673,-42.625,-24.6875,-9.6875
232,1508482030698,-41.5,-23.5625,-9.6875
233,1508482030720,-43,-23.1875,-8.875
234,1508482030738,-41.875,-22.4375,-10.0625
235,1508482030757,-41.5,-22.4375,-10.0625
236,1508482030775,-41.5,-22.0625,-8.875
237,1508482030796,-41.5,-21,-9.25
238,1508482030817,-41.125,-20.625,-9.6875
239,1508482030836,-40.375,-21,-10.0625
240,1508482030859,-40.75,-19.125,-10.0625
241,1508482030879,-40.75,-18.75,-10.875
242,1508482030898,-40.375,-18.0625,-9.25
243,1508482030918,-40.375,-18.4375,-10.0625
244,1508482030940,-40.75,-17.6875,-8.875
245,1508482030960,-40,-16.9375,-9.6875
246,1508482030983,-40.75,-17.3125,-9.25
247,1508482031007,-40,-16.5625,-9.6875
248,1508482031032,-40,-15.4375,-9.6875
249,1508482031053,-40,-15.125,-9.25
250,1508482031076,-39.6875,-14.375,-9.6875
251,1508482031100,-40,-13.25,-8.875
252,1508482031123,-39.6875,-13.25,-10.4375
253,1508482031145,-40.375,-12.5,-8.4375
254,1508482031169,-39.6875,-12.875,-8.875
255,1508482031193,-39.6875,-12.125,-9.6875
256,1508482031213,-39.3125,-11.4375,-9.6875
257,1508482031236,-40,-11.4375,-8.4375
258,1508482031256,-38.9375,-10.6875,-8.4375
259,1508482031276,-38.1875,-10.6875,-9.25
260,1508482031296,-37.8125,-10.3125,-8.875
261,1508482031316,-37.4375,-10.6875,-9.25
262,1508482031336,-37.8125,-10.3125,-10.0625
263,1508482031357,-37.8125,-9.9375,-9.6875
264,1508482031382,-37.4375,-9.9375,-9.6875
265,1508482031404,-37.0625,-9.5625,-10.5
266,1508482031427,-37.0625,-9.9375,-9.6875
267,1508482031450,-37.0625,-8.875,-9.6875
268,1508482031473,-37.0625,-9.1875,-10.875
269,1508482031495,-35.625,-8.5,-9.6875
270,1508482031522,-36.6875,-8.125,-10.875
271,1508482031546,-35.625,-10.3125,-11.6875
272,1508482031569,-36,-9.9375,-11.25
273,1508482031587,-36.375,-9.1875,-10.5
274,1508482031607,-36.375,-9.5625,-11.25
275,1508482031636,-35.25,-9.1875,-11.6875
276,1508482031656,-35.25,-8.875,-12.875
277,1508482031674,-35.25,-8.5,-12.5
278,1508482031694,-34.5,-9.9375,-12.5
279,1508482031715,-33.375,-9.1875,-12.0625
280,1508482031732,-34.125,-9.9375,-12.5
281,1508482031752,-33.75,-9.1875,-13.25
282,1508482031770,-33.375,-8.125,-12.5
283,1508482031789,-33.0625,-8.5,-12.875
284,1508482031810,-33.0625,-8.125,-14.0625
285,1508482031829,-33.375,-7.75,-14.0625
286,1508482031848,-33.0625,-7.75,-14.0625
287,1508482031869,-32.6875,-7.375,-14.0625
288,1508482031890,-33.0625,-6.25,-14.875
289,1508482031913,-31.5625,-6.25,-14.5
290,1508482031934,-31.9375,-5.1875,-14.875
291,1508482031955,-32.6875,-5.1875,-14.875
292,1508482031980,-31.5625,-5.1875,-15.3125
293,1508482032002,-31.9375,-5.1875,-14.875
294,1508482032022,-31.1875,-4.0625,-15.3125
295,1508482032043,-31.5625,-4.8125,-14.5
296,1508482032063,-30.8125,-4.4375,-16.875
297,1508482032085,-30.8125,-4.0625,-14.5
298,1508482032108,-30.8125,-3.6875,-15.6875
299,1508482032130,-31.1875,-2.9375,-15.6875
300,1508482032155,-30.4375,-3.6875,-14.5
301,1508482032175,-31.1875,-2.9375,-16.0625
302,1508482032198,-30.125,-3.3125,-14.875
303,1508482032221,-30.4375,-2.25,-16.5
304,1508482032242,-30.8125,-2.25,-16.5
305,1508482032263,-29.75,-1.875,-15.3125
306,1508482032284,-29.75,-1.5,-16.875
307,1508482032308,-29.375,-1.875,-16.875
308,1508482032329,-30.125,-1.875,-17.3125
309,1508482032350,-29.375,-1.875,-18.0625
310,1508482032379,-29.75,-1.875,-15.6875
311,1508482032403,-29,-1.5,-16.5
312,1508482032426,-28.625,-1.5,-17.6875
313,1508482032452,-29,-1.5,-16.875
314,1508482032475,-28.625,-1.875,-19.3125
315,1508482032498,-28.625,-1.875,-17.6875
316,1508482032520,-28.25,-1.5,-17.6875
317,1508482032543,-28.25,-1.5,-18.0625
318,1508482032567,-27.5,-1.5,-18.0625
319,1508482032594,-28.25,-1.5,-18.875
320,1508482032617,-27.875,-2.5625,-18.875
321,1508482032642,-27.875,-1.875,-18.5
322,1508482032663,-27.5,-1.875,-18.5
323,1508482032685,-27.125,-1.875,-19.6875
324,1508482032705,-26.8125,-1.5,-19.3125
325,1508482032725,-26.8125,-1.5,-19.3125
326,1508482032744,-27.125,-2.25,-18.5
327,1508482032764,-26.4375,-2.5625,-19.3125
328,1508482032785,-25.6875,-3.3125,-19.6875
329,1508482032805,-26.4375,-5.1875,-19.3125
330,1508482032826,-26.0625,-4.0625,-18.875
331,1508482032848,-26.4375,-4.0625,-20.9375
332,1508482032872,-24.9375,-5.5625,-21.3125
333,1508482032893,-25.6875,-4.4375,-20.125
334,1508482032915,-24.5625,-4.8125,-20.5
335,1508482032936,-25.6875,-4.8125,-20.125
336,1508482032960,-25.6875,-5.1875,-20.5
337,1508482032983,-25.3125,-4.4375,-20.125
338,1508482033004,-24.9375,-5.1875,-20.9375
339,1508482033027,-24.9375,-4.8125,-21.6875
340,1508482033049,-24.9375,-4.8125,-22.125
341,1508482033073,-24.1875,-4.8125,-21.3125
342,1508482033093,-24.5625,-4.8125,-22.125
343,1508482033116,-23.8125,-4.8125,-22.5
344,1508482033138,-24.1875,-4.4375,-21.6875
345,1508482033158,-24.1875,-4.0625,-21.3125
346,1508482033177,-22.75,-3.6875,-21.6875
347,1508482033200,-23.125,-3.6875,-21.6875
348,1508482033222,-23.125,-4.4375,-22.875
349,1508482033243,-23.125,-3.6875,-23.3125
350,1508482033262,-23.125,-4.4375,-22.125
351,1508482033281,-22.75,-3.6875,-22.9375
352,1508482033303,-22,-4.0625,-22.125
353,1508482033322,-23.125,-3.6875,-22.5
354,1508482033341,-23.5,-3.3125,-22.875
355,1508482033363,-22.375,-3.3125,-22.5
356,1508482033386,-22.75,-1.875,-23.6875
357,1508482033408,-22.75,-1.875,-22.5
358,1508482033429,-23.125,-1.125,-23.3125
359,1508482033449,-22.375,-0.75,-22.5
360,1508482033470,-22.375,-1.5,-22.9375
361,1508482033491,-22,-1.125,-23.6875
362,1508482033515,-22.375,-1.125,-22.875
363,1508482033540,-23.125,-1.125,-22.125
364,1508482033562,-22.75,-2.25,-22.5
365,1508482033583,-22.75,-1.5,-23.6875
366,1508482033603,-22.375,-0.75,-22.9375
367,1508482033627,-22.375,-1.125,-22.875
368,1508482033649,-22.375,-1.5,-22.125
369,1508482033674,-22.75,-1.875,-23.6875
370,1508482033696,-22,-2.5625,-24.125
371,1508482033716,-21.25,-2.25,-23.6875
372,1508482033736,-22.375,-2.5625,-22.5
373,1508482033758,-22,-2.9375,-22.9375
374,1508482033779,-22.375,-3.6875,-22.875
375,1508482033799,-21.625,-4.0625,-23.6875
376,1508482033820,-22.375,-3.6875,-24.125
377,1508482033842,-21.625,-2.9375,-24.125
378,1508482033863,-21.625,-3.6875,-22.9375
379,1508482033886,-21.625,-3.6875,-24.125
380,1508482033910,-21.625,-3.6875,-24.125
381,1508482033933,-21.625,-4.0625,-24.125
382,1508482033955,-21.625,-4.8125,-24.125
383,1508482033976,-21.25,-4.4375,-24.5
384,1508482033997,-20.5625,-4.0625,-24.5
385,1508482034021,-19.4375,-4.8125,-24.9375
386,1508482034045,-20.5625,-4.8125,-25.3125
387,1508482034066,-19.8125,-4.4375,-24.125
388,1508482034087,-19.8125,-5.1875,-24.5
389,1508482034110,-20.5625,-4.8125,-24.9375
390,1508482034133,-20.1875,-4.8125,-25.3125
391,1508482034154,-19.8125,-4.4375,-25.75
392,1508482034176,-19.8125,-4.8125,-26.125
393,1508482034199,-19.8125,-4.8125,-24.9375
394,1508482034222,-19.8125,-4.8125,-25.75
395,1508482034242,-19.0625,-4.8125,-26.125
396,1508482034262,-19.8125,-5.1875,-25.3125
397,1508482034282,-19.4375,-5.1875,-25.3125
398,1508482034302,-19.4375,-4.0625,-25.3125
399,1508482034325,-19.4375,-5.1875,-26.9375
400,1508482034352,-19.8125,-4.0625,-25.3125
401,1508482034374,-19.0625,-4.0625,-25.75
402,1508482034396,-19.0625,-4.0625,-26.125
403,1508482034420,-19.0625,-4.0625,-26.125
404,1508482034442,-19.0625,-4.4375,-26.125
405,1508482034465,-19.0625,-4.8125,-27.3125
406,1508482034486,-20.1875,-4.8125,-25.75
407,1508482034511,-19.8125,-4.0625,-26.5
408,1508482034534,-19.8125,-2.5625,-25.3125
409,1508482034557,-20.5625,-2.25,-26.125
410,1508482034585,-20.5625,-2.5625,-26.125
411,1508482034605,-20.5625,-1.5,-26.9375
412,1508482034626,-20.1875,-2.5625,-26.5
413,1508482034649,-21.25,-2.9375,-26.5
414,1508482034673,-20.5625,-2.9375,-26.9375
415,1508482034696,-19.8125,-3.6875,-27.3125
416,1508482034715,-20.875,-3.3125,-26.125
417,1508482034735,-20.5625,-4.0625,-26.9375
418,1508482034752,-20.875,-3.3125,-26.125
419,1508482034779,-21.25,-2.9375,-26.9375
420,1508482034799,-20.5625,-2.9375,-26.5
421,1508482034822,-20.875,-4.0625,-26.5
422,1508482034842,-20.875,-3.6875,-27.3125
423,1508482034862,-20.875,-3.3125,-27.3125
424,1508482034883,-21.25,-3.6875,-26.9375
425,1508482034905,-21.25,-3.3125,-26.9375
426,1508482034926,-20.5625,-3.6875,-27.75
427,1508482034948,-21.25,-4.4375,-28.125
428,1508482034973,-22,-4.8125,-28.125
429,1508482034996,-21.625,-3.6875,-26.9375
430,1508482035019,-22,-3.3125,-28.125
431,1508482035041,-22.375,-2.9375,-27.3125
432,1508482035063,-21.625,-3.6875,-28.5
433,1508482035086,-22.375,-3.6875,-27.75
434,1508482035109,-22.75,-3.3125,-28.9375
435,1508482035133,-22,-4.0625,-28.125
436,1508482035160,-22.375,-4.4375,-28.9375
437,1508482035182,-22,-5.5625,-28.5
438,1508482035205,-21.625,-4.8125,-29.3125
439,1508482035224,-22,-6.25,-29.75
440,1508482035245,-20.875,-5.875,-29.3125
441,1508482035266,-21.25,-6.25,-29.75
442,1508482035288,-20.875,-6.25,-30.5625
443,1508482035310,-20.875,-5.875,-29.75
444,1508482035331,-22,-6.25,-29.75
445,1508482035354,-20.875,-5.5625,-30.5
446,1508482035376,-21.25,-4.8125,-31.3125
447,1508482035397,-22,-4.8125,-30.9375
448,1508482035421,-22,-4.4375,-29.75
449,1508482035445,-21.625,-4.4375,-31.75
450,1508482035467,-21.625,-4.8125,-32.125
451,1508482035488,-22,-4.8125,-31.75
452,1508482035512,-21.625,-4.8125,-31.3125
453,1508482035535,-21.625,-4.4375,-31.75
454,1508482035558,-22,-4.8125,-31.75
455,1508482035582,-20.875,-4.4375,-33.3125
456,1508482035606,-21.25,-5.5625,-32.5
457,1508482035627,-22.375,-5.5625,-33.75
458,1508482035648,-23.125,-5.1875,-34.5625
459,1508482035671,-23.8125,-4.4375,-32.125
460,1508482035692,-23.125,-4.4375,-32.5625
461,1508482035713,-23.5,-3.6875,-32.5625
462,1508482035736,-23.8125,-3.6875,-32.9375
463,1508482035755,-23.875,-4.0625,-34.125
464,1508482035774,-24.1875,-3.6875,-33.75
465,1508482035792,-23.5,-4.0625,-34.125
466,1508482035813,-23.5,-3.6875,-33.75
467,1508482035833,-24.1875,-4.4375,-34.5625
468,1508482035852,-23.5,-4.4375,-34.125
469,1508482035872,-24.1875,-4.8125,-34.5625
470,1508482035889,-24.1875,-4.8125,-35.375
471,1508482035909,-24.9375,-3.3125,-34.5625
472,1508482035931,-24.5625,-4.4375,-34.5625
473,1508482035951,-24.5625,-4.8125,-34.125
474,1508482035974,-24.5625,-4.0625,-34.5625
475,1508482035999,-25.6875,-5.1875,-34.9375
476,1508482036023,-25.6875,-5.5625,-34.125
477,1508482036047,-24.9375,-5.5625,-35.375
478,1508482036072,-26.0625,-5.875,-34.125
479,1508482036094,-24.9375,-5.1875,-34.125
480,1508482036118,-26.8125,-5.1875,-34.125
481,1508482036142,-26.8125,-4.8125,-34.5625
482,1508482036167,-26.8125,-4.4375,-34.5625
483,1508482036190,-26.8125,-4.0625,-34.9375
484,1508482036214,-27.125,-4.4375,-34.125
485,1508482036237,-27.125,-5.5625,-34.125
486,1508482036258,-27.125,-5.5625,-34.125
487,1508482036279,-26.8125,-6.25,-33.75
488,1508482036301,-26.8125,-5.875,-34.9375
489,1508482036323,-27.125,-7,-34.9375
490,1508482036343,-26.8125,-7.75,-35.375
491,1508482036362,-26.4375,-7.75,-35.75
492,1508482036382,-26.4375,-8.5,-36.125
493,1508482036401,-26.4375,-8.8125,-35.375
494,1508482036417,-26.4375,-8.8125,-36.125
495,1508482036432,-26.4375,-8.8125,-34.9375
496,1508482036445,-26.4375,-8.125,-35.75
497,1508482036456,-25.6875,-8.5,-35.75
498,1508482036474,-25.3125,-9.1875,-36.125
499,1508482036492,-26.4375,-7.75,-36.5625
500,1508482036509,-26.4375,-8.125,-36.9375
501,1508482036527,-26.8125,-8.5,-37.75
502,1508482036545,-26.8125,-7.375,-36.125
503,1508482036566,-26.8125,-8.125,-36.125
504,1508482036587,-26.8125,-7.375,-37.375
505,1508482036610,-27.5,-7.375,-37.375
506,1508482036632,-27.125,-7.75,-36.9375
507,1508482036656,-26.4375,-7,-38.125
508,1508482036679,-26.8125,-6.25,-36.9375
509,1508482036701,-26.8125,-6.625,-38.125
510,1508482036723,-26.8125,-6.625,-37.75
511,1508482036749,-27.5,-6.625,-38.125
512,1508482036769,-27.5,-6.625,-37.3125
513,1508482036789,-27.875,-6.25,-38.125
514,1508482036812,-27.875,-5.1875,-38.5625
515,1508482036833,-27.875,-5.5625,-39.3125
516,1508482036852,-27.5,-5.1875,-38.9375
517,1508482036872,-27.5,-5.875,-39.375
518,1508482036892,-27.125,-6.625,-38.125
519,1508482036912,-26.8125,-6.625,-39.75
520,1508482036932,-27.5,-5.875,-38.9375
521,1508482036956,-28.25,-6.625,-39.75
522,1508482036985,-27.125,-7,-39.75
523,1508482037008,-27.875,-6.25,-38.9375
524,1508482037032,-27.875,-6.625,-39.375
525,1508482037077,-27.875,-7.375,-39.75
526,1508482037208,-27.875,-7.375,-38.9375
527,1508482037219,-28.25,-8.8125,-40.1875
528,1508482037229,-28.25,-8.875,-39.75
529,1508482037237,-27.875,-8.8125,-39.75
530,1508482037247,-27.875,-9.9375,-40.9375
531,1508482037255,-28.25,-8.5,-40.5625
532,1508482037263,-27.125,-9.5625,-39.375
533,1508482037273,-27.5,-9.5625,-39.75
534,1508482037281,-26.8125,-9.9375,-39.75
535,1508482037289,-27.5,-10.3125,-40.9375
536,1508482037297,-27.5,-9.5625,-40.5625
537,1508482037305,-27.5,-11.0625,-40.1875
538,1508482037312,-27.875,-11.0625,-39.75
539,1508482037320,-27.875,-12.125,-39.375
540,1508482037329,-26.8125,-11.8125,-41.375
541,1508482037338,-26.4375,-13.25,-41.375
542,1508482037346,-25.6875,-14.375,-41.75
543,1508482037355,-24.5625,-14.75,-41.75
544,1508482037363,-24.1875,-14.75,-41
545,1508482037371,-24.5625,-15.125,-40.9375
546,1508482037378,-23.875,-15.125,-42.9375
547,1508482037386,-23.125,-16.1875,-42.5625
548,1508482037393,-23.125,-16.5625,-42.5625
549,1508482037403,-23.5,-15.4375,-42.1875
550,1508482037414,-23.125,-15.4375,-41.75
551,1508482037423,-22.75,-15.8125,-43.375
552,1508482037432,-22.75,-16.1875,-42.9375
553,1508482037442,-23.125,-15.8125,-43.375
554,1508482037450,-23.125,-15.8125,-43.375
555,1508482037460,-22.75,-15.8125,-43.375
556,1508482037469,-22.375,-15.8125,-44.1875
557,1508482037477,-22.75,-16.1875,-44.5625
558,1508482037488,-22.375,-15.4375,-44.5625
559,1508482037498,-22,-15.8125,-44.5625
560,1508482037507,-21.625,-14.75,-44.5625
561,1508482037517,-22,-14.375,-44.1875
562,1508482037526,-22.75,-15.125,-43.75
563,1508482037534,-23.8125,-15.4375,-43.375
564,1508482037543,-23.8125,-14,-43.75
565,1508482037551,-23.8125,-14.375,-44.1875
566,1508482037562,-24.9375,-14.375,-43.8125
567,1508482037571,-24.5625,-14.375,-43.75
568,1508482037581,-23.8125,-14.75,-43.75
569,1508482037590,-23.5,-14.75,-42.5625
570,1508482037600,-23.5,-15.4375,-43.75
571,1508482037609,-23.125,-15.8125,-42.9375
572,1508482037618,-23.5,-15.4375,-42.5625
573,1508482037628,-24.1875,-15.4375,-42.5625
574,1508482037639,-24.1875,-16.1875,-42.9375
575,1508482037649,-24.5625,-15.8125,-43
576,1508482037659,-23.875,-16.5625,-43.375
