calcAzimuth,gesture,stepLength,timeMillis
224.08997,0,0.65,1557196077530
215.28748,0,0.65,1557196079590
122.178246,0,0.65,1557196080320
204.2557,0,0.65,1557196081110
211.1228,0,0.65,1557196081930
134.48686,0,0.65,1557196082690
116.2283,0,0.65,1557196083450
101.21578,0,0.65,1557196084120
92.71046,0,0.65,1557196084840
90.40346,0,0.65,1557196085540
77.94998,0,0.65,1557196086220
84.17672,0,0.65,1557196086970
91.05721,0,0.65,1557196087700
96.36059,0,0.65,1557196088400
99.78891,0,0.65,1557196089050
91.976746,0,0.65,1557196089730
68.94474,0,0.65,1557196090410
78.34061,0,0.65,1557196091030
99.77898,0,0.65,1557196091670
105.24262,0,0.65,1557196092320
114.34799,0,0.65,1557196092950
109.79531,0,0.65,1557196093620
128.9696,0,0.65,1557196094260
119.382454,0,0.65,1557196094930
110.50593,0,0.65,1557196095590
114.94419,0,0.65,1557196096280
105.54043,0,0.65,1557196096960
110.0161,0,0.65,1557196097650
88.22191,0,0.65,1557196098290
77.40157,0,0.65,1557196098940
72.07778,0,0.65,1557196099590
65.623245,0,0.65,1557196100210
71.24975,0,0.65,1557196100840
85.55918,0,0.65,1557196101520
95.72039,0,0.65,1557196102170
93.45526,0,0.65,1557196102720
96.72229,0,0.65,1557196103350
97.61087,0,0.65,1557196104040
115.65825,0,0.65,1557196104730
106.63456,0,0.65,1557196105400
104.35679,0,0.65,1557196106100
119.15254,0,0.65,1557196106860
129.19609,0,0.65,1557196107620
124.174324,0,0.65,1557196108270
126.6852,0,0.65,1557196108930
125.42976,0,0.65,1557196109630
104.75105,0,0.65,1557196110310
98.57281,0,0.65,1557196111050
82.70888,0,0.65,1557196111700
87.616646,0,0.65,1557196112350
98.30332,0,0.65,1557196113020
103.119415,0,0.65,1557196113680
103.52632,0,0.65,1557196114300
101.05309,0,0.65,1557196114930
95.54288,0,0.65,1557196115580
94.24202,0,0.65,1557196116200
106.21807,0,0.65,1557196116850
120.74838,0,0.65,1557196117480
127.58961,0,0.65,1557196118170
124.16899,0,0.65,1557196118810
123.07087,0,0.65,1557196119490
