calcAzimuth,gesture,stepLength,timeMillis
96.4894,0,0.65,1557196723830
112.21731,0,0.65,1557196724590
195.83961,0,0.65,1557196725290
133.6757,0,0.65,1557196725830
201.98453,0,0.65,1557196726530
129.82468,0,0.65,1557196727030
129.51361,0,0.65,1557196727570
116.70926,0,0.65,1557196728130
105.7713,0,0.65,1557196728700
100.01141,0,0.65,1557196729230
95.66272,0,0.65,1557196729800
104.857605,0,0.65,1557196730320
109.584564,0,0.65,1557196730880
98.074684,0,0.65,1557196731420
91.38483,0,0.65,1557196731990
94.72975,0,0.65,1557196732510
134.83238,0,0.65,1557196733090
134.46124,0,0.65,1557196733650
134.6468,0,0.65,1557196734210
121.89006,0,0.65,1557196734720
118.2083,0,0.65,1557196735360
109.60564,0,0.65,1557196735880
101.54481,0,0.65,1557196736480
105.575226,0,0.65,1557196737010
58.649597,0,0.65,1557196737630
77.56105,0,0.65,1557196738160
93.77147,0,0.65,1557196738720
96.08227,0,0.65,1557196739280
92.66127,0,0.65,1557196739850
104.74456,0,0.65,1557196740420
111.76967,0,0.65,1557196740980
119.58428,0,0.65,1557196741500
115.67698,0,0.65,1557196742050
120.7528,0,0.65,1557196742590
123.32768,0,0.65,1557196743170
107.02579,0,0.65,1557196743730
88.76895,0,0.65,1557196744290
66.894104,0,0.65,1557196744860
71.07926,0,0.65,1557196745420
76.816895,0,0.65,1557196745980
65.45814,0,0.65,1557196746580
76.557434,0,0.65,1557196747120
93.13299,0,0.65,1557196747670
103.15979,0,0.65,1557196748200
113.23189,0,0.65,1557196748820
108.828545,0,0.65,1557196749370
111.03022,0,0.65,1557196749950
85.95353,0,0.65,1557196750520
95.78355,0,0.65,1557196751080
88.64756,0,0.65,1557196751660
84.138596,0,0.65,1557196752200
97.00221,0,0.65,1557196752760
106.5097,0,0.65,1557196753310
109.00953,0,0.65,1557196753880
98.99661,0,0.65,1557196754440
97.57055,0,0.65,1557196754980
96.3583,0,0.65,1557196755530
94.35321,0,0.65,1557196756080
94.9119,0,0.65,1557196756690
79.447815,0,0.65,1557196757230
79.450455,0,0.65,1557196757810
93.37961,0,0.65,1557196758410
91.93755,0,0.65,1557196758990
71.594055,0,0.65,1557196759530
70.169136,0,0.65,1557196760130
93.42153,0,0.65,1557196760660
94.94249,0,0.65,1557196761270
64.306625,0,0.65,1557196761820
99.59157,0,0.65,1557196762390
102.24878,0,0.65,1557196762940
113.02967,0,0.65,1557196763510
122.59314,0,0.65,1557196764120
119.82707,0,0.65,1557196764680
105.31421,0,0.65,1557196765230
100.01857,0,0.65,1557196765810
99.01955,0,0.65,1557196766390
105.087845,0,0.65,1557196767000
98.022606,0,0.65,1557196767510
86.39909,0,0.65,1557196768100
95.875595,0,0.65,1557196768670
96.82136,0,0.65,1557196769260
94.274414,0,0.65,1557196769820
100.839905,0,0.65,1557196770390
100.78851,0,0.65,1557196770940
97.12224,0,0.65,1557196771500
92.054825,0,0.65,1557196772070
82.58606,0,0.65,1557196772660
78.98363,0,0.65,1557196773280
83.551926,0,0.65,1557196773870
98.95055,0,0.65,1557196774460
91.35884,0,0.65,1557196775170
101.58314,0,0.325,1557196775900
44.020885,0,0.325,1557196776490
18.391598,0,0.325,1557196777070
273.6896,0,0.325,1557196778370
284.72705,0,0.65,1557196778860
266.91925,0,0.65,1557196779420
258.01086,0,0.65,1557196779950
260.71582,0,0.65,1557196780510
263.67358,0,0.65,1557196781090
270.6938,0,0.65,1557196781650
261.4821,0,0.65,1557196782210
267.30786,0,0.65,1557196782740
269.15063,0,0.65,1557196783330
