altitude,givenTimeMillis,horizontalAccuracy,latitude,longitude,timeMillis,verticalAccuracy
0.0,1551337741996,13.0,36.3741047998819,127.3660300995865,1551337742247,0.0
0.0,1551337753159,14.0,36.3740927998819,127.36592409958648,1551337752243,0.0
0.0,1551337763159,14.0,36.3740927998819,127.36592409958648,1551337762251,0.0
0.0,1551337773159,14.0,36.3740927998819,127.36592409958648,1551337772242,0.0
0.0,1551337783159,14.0,36.37408209988191,127.36577879958647,1551337782249,0.0
0.0,1551337793159,14.0,36.37408209988191,127.36577879958647,1551337792251,0.0
0.0,1551337803159,14.0,36.37408209988191,127.36577879958647,1551337802233,0.0
0.0,1551337813159,14.0,36.37408209988191,127.36577879958647,1551337812268,0.0
