calcAzimuth,gesture,stepLength,timeMillis
215.31914,0,0.65,1557196447610
215.31914,0,0.65,1557196448180
215.31914,0,0.65,1557196448790
215.31914,0,0.65,1557196449400
215.31914,0,0.65,1557196450040
215.31914,0,0.65,1557196450630
215.31914,0,0.65,1557196451220
215.31914,0,0.65,1557196451810
215.31914,0,0.65,1557196452410
215.31914,0,0.65,1557196453040
215.31914,0,0.65,1557196453640
215.31914,0,0.65,1557196454260
215.31914,0,0.65,1557196454920
215.31914,0,0.65,1557196455530
67.41889,0,0.65,1557196456150
82.86472,0,0.65,1557196456870
77.750374,0,0.325,1557196457550
71.7329,0,0.325,1557196458270
122.78777,0,0.13,1557196460350
275.48776,0,0.325,1557196460970
287.73898,0,0.325,1557196461610
234.83318,0,0.65,1557196462160
254.2532,0,0.65,1557196462770
268.78482,0,0.65,1557196463340
265.06177,0,0.65,1557196463960
265.06827,0,0.65,1557196464570
262.4735,0,0.65,1557196465240
273.37537,0,0.65,1557196465770
289.21024,0,0.65,1557196466390
284.5617,0,0.65,1557196467000
284.68228,0,0.65,1557196467620
273.2822,0,0.65,1557196468200
272.86465,0,0.65,1557196468810
281.94476,0,0.65,1557196469360
282.77255,0,0.65,1557196470040
290.7509,0,0.65,1557196470570
292.3097,0,0.65,1557196471160
297.26013,0,0.65,1557196471750
293.78757,0,0.65,1557196472380
287.5738,0,0.65,1557196473020
273.31293,0,0.65,1557196473580
280.44336,0,0.65,1557196474030
276.87814,0,0.65,1557196474780
278.66077,0,0.65,1557196475420
277.76944,0,0.65,1557196475970
271.36444,0,0.65,1557196476570
286.08707,0,0.65,1557196477190
240.03792,0,0.65,1557196477730
259.48007,0,0.65,1557196478370
251.60364,0,0.65,1557196478910
285.8886,0,0.65,1557196479510
281.5051,0,0.65,1557196480070
273.1657,0,0.65,1557196480680
270.4746,0,0.65,1557196481260
275.21014,0,0.65,1557196481870
264.29788,0,0.65,1557196482450
259.52576,0,0.65,1557196483120
263.15265,0,0.65,1557196483700
260.26068,0,0.65,1557196484290
243.37749,0,0.65,1557196484890
250.49306,0,0.65,1557196485530
246.93527,0,0.65,1557196486090
292.8276,0,0.65,1557196486690
296.73608,0,0.65,1557196487240
294.78183,0,0.65,1557196487820
277.92834,0,0.65,1557196488400
278.0628,0,0.65,1557196489040
255.40164,0,0.65,1557196489600
248.86327,0,0.65,1557196490230
235.53441,0,0.65,1557196490800
231.33038,0,0.65,1557196491450
254.73665,0,0.65,1557196492050
268.9487,0,0.65,1557196492700
261.84268,0,0.65,1557196493290
265.3957,0,0.65,1557196493880
263.6192,0,0.65,1557196494470
264.50745,0,0.65,1557196495070
283.77753,0,0.65,1557196495630
274.1425,0,0.65,1557196496220
290.526,0,0.65,1557196496830
282.33423,0,0.65,1557196497400
272.10486,0,0.65,1557196497990
281.59857,0,0.65,1557196498600
261.43204,0,0.65,1557196499150
239.88791,0,0.65,1557196499770
263.60168,0,0.65,1557196500390
278.0158,0,0.65,1557196500990
259.38037,0,0.65,1557196501610
222.8868,0,0.65,1557196502250
241.13359,0,0.65,1557196502830
232.0102,0,0.65,1557196503430
236.57188,0,0.65,1557196504020
293.51685,0,0.65,1557196504750
283.31357,0,0.65,1557196505860
291.01715,0,0.65,1557196506400
289.7924,0,0.65,1557196507060
262.2977,0,0.65,1557196507670
263.68365,0,0.65,1557196508260
272.60022,0,0.65,1557196508860
275.93994,0,0.65,1557196509480
279.54053,0,0.65,1557196510070
279.5788,0,0.65,1557196510700
290.74707,0,0.65,1557196511280
