bssid,frequency,rss,ssid,timeMillis,timestamp
00246c7df720,2472,-73,Welcome_KAIST,1557228802190,1555173022517
6cf37ffaab21,2472,-91,eduroam,1557228802190,1555173022513
6cf37ffaab20,2472,-86,Welcome_KAIST,1557228802190,1555173022509
aa40a05608f5,2472,-70,,1557228802190,1555173022506
909f33f59806,5805,-78,MLILAB824_15G,1557228802190,1555173022502
48f8b3dcef4e,5805,-74,KIXLAB_WIFI_5GHz,1557228802190,1555173022495
54a050d4c63c,5785,-75,SeungJu-RESL_5G,1557228802190,1555173022492
6c709fe0927f,5785,-79,HCIL,1557228802190,1555173022488
00246c7df731,5785,-72,eduroam,1557228802190,1555173022486
9cd643c81182,5785,-59,JoyK,1557228802190,1555173022483
2c56dc84dd8c,5785,-55,ISILAB_5,1557228802190,1555173022478
00246c7df361,2472,-75,eduroam,1557228802190,1555173022474
00246c7df360,2472,-74,Welcome_KAIST,1557228802190,1555173022472
a640a05608f5,2472,-69,NMSL_N1_721,1557228802190,1555173022468
00246c7df722,2472,-72,Welcome_1st_KAIST,1557228802190,1555173022464
00246c7df721,2472,-72,eduroam,1557228802190,1555173022460
b06ebfa39084,5765,-65,Askai-ASUS_80_5G,1557228802190,1555173022455
106f3fe7f284,2462,-83,DioOpenWrt,1557228802190,1555173022453
708bcd2f8264,5745,-83,LIT_5G,1557228802190,1555173022450
00246c7df582,2472,-93,Welcome_1st_KAIST,1557228802190,1555173022446
909f33a8295a,5745,-69,shheo5g,1557228802190,1555173022441
1831bf46ffdc,5745,-47,KECI_5G,1557228802190,1555173022435
00246c7df580,2472,-92,Welcome_KAIST,1557228802190,1555173022431
8a366cc94e70,2472,-65,MLILAB824_2,1557228802190,1555173022429
00246c7df602,2472,-64,Welcome_1st_KAIST,1557228802190,1555173022426
00089f65f784,2467,-82,RESL,1557228802190,1555173022422
00246c7df601,2472,-64,eduroam,1557228802190,1555173022417
6038e0bbee01,2462,-60,Lapras,1557228802190,1555173022414
106f3fe7e1a0,2462,-70,SmartIoT,1557228802190,1555173022410
54a050d4c638,2462,-78,Janggwan-RESL,1557228802190,1555173022406
909f33ac9910,2457,-87,NMSL_N1_706,1557228802190,1555173022403
00246c7df680,2452,-45,Welcome_KAIST,1557228802190,1555173022398
b0c745764062,2452,-74,BUFFALO-764062_G,1557228802190,1555173022396
48f8b3dcef4c,2452,-57,KIXLAB_WIFI,1557228802190,1555173022390
2c56dc84dd88,2442,-46,ISILAB_2,1557228802190,1555173022385
00246c7a8b20,2452,-76,Welcome_KAIST,1557228802190,1555173022380
64e599da0368,2442,-73,WCSL 2.4GHz,1557228802190,1555173022378
965330290e47,2437,-70,DIRECT-47-HP MLILABLaserJet,1557228802190,1555173022371
6c709fe0927e,2432,-66,HCIL,1557228802190,1555173022369
6e7e92e09f70,2432,-69,HCIL guest,1557228802190,1555173022366
00246c7e0810,5240,-76,Welcome_KAIST,1557228802190,1555173022363
00246c7df612,5240,-61,Welcome_1st_KAIST,1557228802190,1555173022360
00246c7df611,5240,-61,eduroam,1557228802190,1555173022357
00246c7df610,5240,-62,Welcome_KAIST,1557228802190,1555173022353
929f33f09804,2422,-64,mliguest,1557228802190,1555173022349
909f33f59804,2422,-64,MLILAB824_1,1557228802190,1555173022345
00246c7a8b32,5220,-63,Welcome_1st_KAIST,1557228802190,1555173022339
00246c7a8b31,5220,-63,eduroam,1557228802190,1555173022337
00246c7df6e2,2412,-53,Welcome_1st_KAIST,1557228802190,1555173022333
00246c7a8b30,5220,-64,Welcome_KAIST,1557228802190,1555173022330
00246c7a88f2,5220,-63,Welcome_1st_KAIST,1557228802190,1555173022328
00246c7a88f1,5220,-62,eduroam,1557228802190,1555173022325
00246c7a88f0,5220,-63,Welcome_KAIST,1557228802190,1555173022321
00246c7df6e1,2412,-54,eduroam,1557228802190,1555173022319
00246c7a88e1,2412,-56,eduroam,1557228802190,1555173022316
00246c7df692,5200,-51,Welcome_1st_KAIST,1557228802190,1555173022314
00246c7df691,5200,-51,eduroam,1557228802190,1555173022311
00246c7df690,5200,-49,Welcome_KAIST,1557228802190,1555173022309
00246c7a88e0,2412,-56,Welcome_KAIST,1557228802190,1555173022307
00246c7df6d2,5200,-84,Welcome_1st_KAIST,1557228802190,1555173022304
00246c7df6d0,5200,-86,Welcome_KAIST,1557228802190,1555173022300
00246c7df6e0,2412,-54,Welcome_KAIST,1557228802190,1555173022296
6038e0bbee02,5200,-65,Lapras_5GHz,1557228802190,1555173022294
b0c745764063,5200,-78,BUFFALO-764062_A,1557228802190,1555173022287
286d9758d43e,2412,-68,[air purifier] Samsung,1557228802190,1555173022281
00246c7df6f2,5180,-61,Welcome_1st_KAIST,1557228802190,1555173022277
00246c7df6f1,5180,-60,eduroam,1557228802190,1555173022274
00246c7df6f0,5180,-60,Welcome_KAIST,1557228802190,1555173022271
48f8b3dcef4d,5180,-69,KIXLAB_WIFI_5GHz,1557228802190,1555173022251
00246c7df501,2472,-83,eduroam,1557228802190,1555167717380
00246c7df732,5785,-70,Welcome_1st_KAIST,1557228802190,1555167717359
00246c7df730,5785,-72,Welcome_KAIST,1557228802190,1555167717357
6e7f92e09f70,5785,-74,HCIL guest,1557228802190,1555167717355
00246c7df362,2472,-77,Welcome_1st_KAIST,1557228802190,1555167717343
00246c7df502,2472,-81,Welcome_1st_KAIST,1557228802190,1555167717333
88366cb3ef2e,5745,-83,SPIRAL5G,1557228802190,1555167717330
00246c7df500,2472,-80,Welcome_KAIST,1557228802190,1555167717328
00246c7df681,2452,-55,eduroam,1557228802190,1555167717302
909f331229c2,2437,-75,Sungpil_RESL,1557228802190,1555167717296
00246c7df2f2,5240,-85,Welcome_1st_KAIST,1557228802190,1555167717290
00246c7df2f1,5240,-85,eduroam,1557228802190,1555167717287
00246c7df2f0,5240,-85,Welcome_KAIST,1557228802190,1555167717285
64e599da036c,5240,-66,WCSL 5GHz,1557228802190,1555167717281
00246c7e0812,5240,-76,Welcome_1st_KAIST,1557228802190,1555167717280
00246c7e0811,5240,-74,eduroam,1557228802190,1555167717277
00246c7a88e2,2412,-64,Welcome_1st_KAIST,1557228802190,1555167717248
909f33f911de,5805,-93,wit_5G,1557228802190,1555167717231
00246c7df581,2472,-91,eduroam,1557228802190,1555167717228
88366ce94e70,5785,-67,MLILAB824_25G,1557228802190,1555167717224
00246c7df600,2472,-61,Welcome_KAIST,1557228802190,1555167717217
00246c7df682,2452,-47,Welcome_1st_KAIST,1557228802190,1555167717212
1831bf46ffd8,2447,-55,KECI,1557228802190,1555167717207
