calcAzimuth,gesture,stepLength,timeMillis
183.5864,0,0.65,1557196196500
197.60184,0,0.65,1557196197370
121.65349,0,0.65,1557196198200
124.42694,0,0.65,1557196198760
126.67783,0,0.65,1557196199460
125.55239,0,0.65,1557196200050
126.11511,0,0.65,1557196200720
125.83375,0,0.65,1557196201760
102.21261,0,0.65,1557196202340
114.02318,0,0.65,1557196202920
126.14644,0,0.65,1557196203530
120.08481,0,0.65,1557196204140
116.648735,0,0.65,1557196204700
99.00995,0,0.65,1557196205250
83.947235,0,0.65,1557196205880
91.47859,0,0.65,1557196206430
87.71291,0,0.65,1557196207000
89.59575,0,0.65,1557196207600
88.65433,0,0.65,1557196208220
94.17172,0,0.65,1557196208770
91.413025,0,0.65,1557196209330
92.79237,0,0.65,1557196209930
92.1027,0,0.65,1557196210580
91.16495,0,0.65,1557196211080
81.75105,0,0.65,1557196211710
59.58204,0,0.65,1557196212230
72.621704,0,0.65,1557196212860
31.856026,0,0.65,1557196213450
48.56485,0,0.65,1557196214060
63.207443,0,0.65,1557196214630
78.82329,0,0.65,1557196215240
77.12796,0,0.65,1557196215760
118.02335,0,0.65,1557196216370
97.57566,0,0.65,1557196216980
107.79951,0,0.65,1557196217600
70.46744,0,0.65,1557196218170
86.18378,0,0.65,1557196218760
90.35498,0,0.65,1557196219350
88.26938,0,0.65,1557196219930
118.97488,0,0.65,1557196220480
124.21985,0,0.65,1557196221090
121.59737,0,0.65,1557196221670
131.47287,0,0.65,1557196222290
119.59524,0,0.65,1557196222860
96.926796,0,0.65,1557196223500
78.360725,0,0.65,1557196224110
71.26308,0,0.65,1557196224720
72.685745,0,0.65,1557196225400
53.218132,0,0.65,1557196226490
62.951942,0,0.65,1557196227050
117.045906,0,0.65,1557196227670
116.735825,0,0.65,1557196228190
116.89086,0,0.65,1557196228790
132.91893,0,0.65,1557196229410
130.28297,0,0.65,1557196230000
100.90307,0,0.65,1557196230590
93.78336,0,0.65,1557196231180
113.94841,0,0.65,1557196231790
92.119675,0,0.65,1557196232370
103.03404,0,0.65,1557196233520
97.57686,0,0.65,1557196234110
102.546425,0,0.65,1557196234670
100.06164,0,0.65,1557196235280
91.66429,0,0.65,1557196235820
86.62613,0,0.65,1557196236450
75.375565,0,0.65,1557196237030
98.57204,0,0.65,1557196237660
86.9738,0,0.65,1557196238230
92.77292,0,0.65,1557196238860
72.60793,0,0.65,1557196239390
91.625656,0,0.65,1557196240060
84.63143,0,0.65,1557196240640
80.44907,0,0.65,1557196241320
98.59093,0,0.65,1557196241940
99.93106,0,0.65,1557196242600
86.319855,0,0.65,1557196243220
93.12546,0,0.65,1557196243870
69.40133,0,0.65,1557196244480
97.63175,0,0.65,1557196245130
55.411453,0,0.65,1557196245690
60.103325,0,0.65,1557196246370
91.83664,0,0.65,1557196247020
75.969986,0,0.65,1557196247590
117.585625,0,0.65,1557196248180
122.15297,0,0.65,1557196248810
102.52051,0,0.65,1557196249380
88.40423,0,0.65,1557196249990
32.488094,0,0.65,1557196250590
196.67953,0,0.65,1557196251220
87.48437,0,0.65,1557196251800
90.18024,0,0.65,1557196252440
75.20846,0,0.65,1557196253030
82.69435,0,0.65,1557196253620
82.78614,0,0.65,1557196254210
75.36799,0,0.65,1557196254870
78.975464,0,0.65,1557196255460
77.17172,0,0.65,1557196256100
66.72631,0,0.65,1557196256680
65.63705,0,0.65,1557196257340
93.83259,0,0.65,1557196257910
79.73482,0,0.65,1557196258530
94.385506,0,0.65,1557196259100
98.93502,0,0.65,1557196259750
87.65609,0,0.65,1557196260370
89.41228,0,0.65,1557196260980
92.833824,0,0.65,1557196261600
98.746994,0,0.65,1557196262230
193.24063,0,0.65,1557196262960
189.69162,0,0.65,1557196263510
58.63608,0,0.325,1557196265140
286.5522,0,0.13,1557196269020
30.476372,0,0.13,1557196269710
251.25345,0,0.325,1557196270330
275.55447,0,0.65,1557196270870
272.77805,0,0.65,1557196271500
