bssid,frequency,legit,rss,ssid,timestamp,wifiNo
2c:56:dc:84:dd:88,2452,true,-43,ISILAB_2,1257795314363,1
00:24:6c:7d:f6:42,2472,true,-84,Welcome_1st_KAIST,1257795314358,1
00:24:6c:7d:f6:80,2472,true,-45,Welcome_KAIST,1257795314354,1
00:24:6c:7d:f7:22,2472,true,-71,Welcome_1st_KAIST,1257795314348,1
60:38:e0:bb:ee:01,2462,true,-62,Lapras,1257795314343,1
b0:c7:45:76:40:62,2462,true,-69,BUFFALO-764062_G,1257795314334,1
10:6f:3f:e7:f2:84,2462,true,-69,DioOpenWrt,1257795314330,1
00:08:9f:d9:e3:54,2462,true,-66,iptime,1257795314320,1
18:31:bf:46:ff:d8,2442,true,-53,KECI,1257795314250,1
00:24:6c:7d:f6:e2,2432,true,-61,Welcome_1st_KAIST,1257795314245,1
00:24:6c:7d:f6:e1,2432,true,-61,eduroam,1257795314240,1
00:24:6c:7d:f6:e0,2432,true,-65,Welcome_KAIST,1257795314238,1
6e:7e:92:e0:9f:70,2432,true,-68,HCIL guest,1257795314228,1
00:24:6c:7a:88:e2,2412,true,-53,Welcome_1st_KAIST,1257795314207,1
00:24:6c:7a:88:e1,2412,true,-53,eduroam,1257795314195,1
00:24:6c:7a:88:e0,2412,true,-54,Welcome_KAIST,1257795314168,1
2c:56:dc:84:dd:88,2452,true,-37,ISILAB_2,1257798005639,2
6c:70:9f:e0:92:7f,5785,true,-68,HCIL,1257798005635,2
6e:7f:92:e0:9f:70,5785,true,-68,HCIL guest,1257798005632,2
00:24:6c:7d:f6:f2,5785,true,-53,Welcome_1st_KAIST,1257798005624,2
00:24:6c:7d:f6:f1,5785,true,-55,eduroam,1257798005622,2
00:24:6c:7d:f6:f0,5785,true,-56,Welcome_KAIST,1257798005618,2
2c:56:dc:84:dd:8c,5785,true,-46,ISILAB_5,1257798005614,2
70:8b:cd:2f:82:64,5745,true,-66,LIT_5G,1257798005610,2
00:24:6c:7d:f6:81,2472,true,-40,eduroam,1257798005607,2
00:24:6c:7d:f6:80,2472,true,-45,Welcome_KAIST,1257798005604,2
00:24:6c:7d:f6:82,2472,true,-41,Welcome_1st_KAIST,1257798005600,2
a6:40:a0:56:08:f5,2472,true,-70,NMSL_N1_721,1257798005597,2
c4:e9:84:f8:c7:72,5240,true,-81,irnlp,1257798005594,2
00:24:6c:7d:f2:f1,5240,true,-91,eduroam,1257798005590,2
00:24:6c:7d:f2:f0,5240,true,-86,Welcome_KAIST,1257798005587,2
a0:40:a0:56:08:f7,5240,true,-70,NMSL_N1_721,1257798005584,2
00:24:6c:7d:f6:12,5240,true,-62,Welcome_1st_KAIST,1257798005583,2
00:24:6c:7d:f6:11,5240,true,-61,eduroam,1257798005579,2
00:24:6c:7d:f7:32,5240,true,-64,Welcome_1st_KAIST,1257798005577,2
00:24:6c:7d:f7:31,5240,true,-65,eduroam,1257798005575,2
00:24:6c:7d:f7:30,5240,true,-64,Welcome_KAIST,1257798005571,2
64:e5:99:da:03:6c,5240,true,-55,WCSL 5GHz,1257798005566,2
9a:54:1b:68:e5:fc,2457,true,-91,DIRECT-QZLAPTOP-1A3JVS4BmsIR,1257798005564,2
48:ee:0c:ef:92:79,2457,true,-76,cdsn_win,1257798005560,2
00:24:6c:7d:f5:12,5220,true,-81,Welcome_1st_KAIST,1257798005552,2
00:24:6c:7d:f6:d1,5220,true,-80,eduroam,1257798005545,2
00:24:6c:7d:f6:92,5200,true,-44,Welcome_1st_KAIST,1257798005542,2
00:24:6c:7d:f6:91,5200,true,-43,eduroam,1257798005538,2
00:24:6c:7d:f6:90,5200,true,-45,Welcome_KAIST,1257798005536,2
b0:c7:45:76:40:63,5200,true,-82,BUFFALO-764062_A,1257798005532,2
60:38:e0:bb:ee:02,5200,true,-62,Lapras_5GHz,1257798005528,2
6e:7e:92:e0:9f:70,2432,true,-76,HCIL guest,1257798005524,2
96:53:30:29:0e:90,2437,true,-74,DIRECT-90-HP M477 LaserJet,1257798005520,2
00:24:6c:7a:88:f2,5180,true,-51,Welcome_1st_KAIST,1257798005515,2
00:24:6c:7a:88:f1,5180,true,-51,eduroam,1257798005324,2
00:24:6c:7a:88:f0,5180,true,-53,Welcome_KAIST,1257798005322,2
00:24:6c:7a:8b:32,5180,true,-66,Welcome_1st_KAIST,1257798005317,2
00:24:6c:7a:8b:31,5180,true,-65,eduroam,1257798005312,2
00:24:6c:7d:f6:52,5180,true,-88,Welcome_1st_KAIST,1257798005309,2
00:24:6c:7d:f4:30,5180,true,-92,Welcome_KAIST,1257798005301,2
48:f8:b3:dc:ef:4d,5180,true,-75,KIXLAB_WIFI_5GHz,1257798005295,2
62:45:b4:ee:da:63,5785,true,-76,,1257798005291,2
9c:d6:43:c8:11:82,5785,true,-55,JoyK,1257798005284,2
88:36:6c:c1:97:24,5745,true,-87,iptime5G,1257798005280,2
90:9f:33:a8:29:5a,5745,true,-75,shheo5g,1257798005274,2
18:31:bf:46:ff:dc,5745,true,-49,KECI_5G,1257798005269,2
a0:40:a0:56:08:f8,5745,true,-60,,1257798005265,2
90:9f:33:10:83:bc,5700,true,-79,iptime_dblab_5G,1257798005247,2
00:24:6c:7d:f6:42,2472,false,-84,Welcome_1st_KAIST,1257795314358,2
00:24:6c:7d:f7:22,2472,false,-71,Welcome_1st_KAIST,1257795314348,2
60:38:e0:bb:ee:01,2462,false,-62,Lapras,1257795314343,2
10:6f:3f:e7:e1:a1,5240,true,-76,SmartIoT-5G,1257795314338,2
b0:c7:45:76:40:62,2462,false,-69,BUFFALO-764062_G,1257795314334,2
10:6f:3f:e7:f2:84,2462,false,-69,DioOpenWrt,1257795314330,2
00:08:9f:d9:e3:54,2462,false,-66,iptime,1257795314320,2
00:24:6c:7d:f2:f2,5240,true,-78,Welcome_1st_KAIST,1257795314317,2
00:24:6c:7d:f6:10,5240,true,-67,Welcome_KAIST,1257795314286,2
00:24:6c:7d:f6:72,5220,true,-94,Welcome_1st_KAIST,1257795314271,2
00:24:6c:7d:f6:71,5220,true,-95,eduroam,1257795314266,2
00:24:6c:7d:f6:d2,5220,true,-81,Welcome_1st_KAIST,1257795314261,2
00:24:6c:7d:f6:d0,5220,true,-81,Welcome_KAIST,1257795314255,2
18:31:bf:46:ff:d8,2442,false,-53,KECI,1257795314250,2
00:24:6c:7d:f6:e2,2432,false,-61,Welcome_1st_KAIST,1257795314245,2
00:24:6c:7d:f6:e1,2432,false,-61,eduroam,1257795314240,2
00:24:6c:7d:f6:e0,2432,false,-65,Welcome_KAIST,1257795314238,2
00:24:6c:7a:88:e2,2412,false,-53,Welcome_1st_KAIST,1257795314207,2
00:24:6c:7a:8b:30,5180,true,-70,Welcome_KAIST,1257795314199,2
00:24:6c:7a:88:e1,2412,false,-53,eduroam,1257795314195,2
00:24:6c:7d:f3:f2,5180,true,-92,Welcome_1st_KAIST,1257795314188,2
00:24:6c:7d:f3:f1,5180,true,-92,eduroam,1257795314183,2
00:24:6c:7d:f3:f0,5180,true,-93,Welcome_KAIST,1257795314174,2
00:24:6c:7a:88:e0,2412,false,-54,Welcome_KAIST,1257795314168,2
00:24:6c:7e:08:12,5180,true,-81,Welcome_1st_KAIST,1257795314164,2
00:24:6c:7e:08:11,5180,true,-83,eduroam,1257795314159,2
00:24:6c:7e:08:10,5180,true,-81,Welcome_KAIST,1257795314155,2
62:45:b4:ee:da:63,5785,true,-69,,1257800630444,3
2c:56:dc:84:dd:8c,5785,true,-40,ISILAB_5,1257800630441,3
6c:70:9f:e0:92:7f,5785,true,-63,HCIL,1257800630436,3
00:24:6c:7d:f6:f2,5785,true,-57,Welcome_1st_KAIST,1257800630433,3
00:24:6c:7d:f6:f1,5785,true,-57,eduroam,1257800630430,3
00:24:6c:7d:f6:f0,5785,true,-56,Welcome_KAIST,1257800630426,3
6e:7f:92:e0:9f:70,5785,true,-61,HCIL guest,1257800630422,3
9c:d6:43:c8:11:82,5785,true,-65,JoyK,1257800630419,3
88:36:6c:e9:4e:70,5785,true,-86,MLILAB824_25G,1257800630413,3
70:8b:cd:2f:82:64,5745,true,-68,LIT_5G,1257800630408,3
18:31:bf:46:ff:dc,5745,true,-65,KECI_5G,1257800630405,3
a0:40:a0:56:08:f8,5745,true,-60,,1257800630402,3
90:9f:33:10:83:bc,5700,true,-74,iptime_dblab_5G,1257800630398,3
2c:56:dc:84:dd:88,2452,true,-39,ISILAB_2,1257800630393,3
aa:40:a0:56:08:f5,2472,true,-71,,1257800630389,3
00:24:6c:7d:f6:80,2472,true,-41,Welcome_KAIST,1257800630387,3
60:38:e0:bb:ee:01,2462,true,-73,Lapras,1257800630384,3
00:24:6c:7d:f7:22,2472,true,-67,Welcome_1st_KAIST,1257800630381,3
00:24:6c:7d:f7:21,2472,true,-69,eduroam,1257800630375,3
00:24:6c:7d:f7:20,2472,true,-68,Welcome_KAIST,1257800630371,3
00:24:6c:7d:f2:e0,2472,true,-76,Welcome_KAIST,1257800630368,3
00:24:6c:7d:f6:82,2472,true,-40,Welcome_1st_KAIST,1257800630365,3
00:24:6c:7d:f6:81,2472,true,-40,eduroam,1257800630363,3
00:24:6c:7e:08:00,2472,true,-76,Welcome_KAIST,1257800630360,3
10:6f:3f:e7:f2:84,2462,true,-75,DioOpenWrt,1257800630357,3
a6:40:a0:56:08:f5,2472,true,-68,NMSL_N1_721,1257800630353,3
00:24:6c:7d:f6:c1,2472,true,-80,eduroam,1257800630349,3
00:24:6c:7d:f6:40,2472,true,-82,Welcome_KAIST,1257800630346,3
00:24:6c:7d:f2:e2,2472,true,-78,Welcome_1st_KAIST,1257800630343,3
8a:36:6c:c9:4e:70,2472,true,-72,MLILAB824_2,1257800630339,3
00:24:6c:7d:f5:01,2472,true,-84,eduroam,1257800630334,3
00:24:6c:7e:08:01,2472,true,-77,eduroam,1257800630329,3
00:24:6c:7d:f2:e1,2472,true,-79,eduroam,1257800630324,3
b0:c7:45:76:40:62,2462,true,-67,BUFFALO-764062_G,1257800630321,3
c4:e9:84:f8:c7:73,2457,true,-74,irnlp,1257800630318,3
00:08:9f:d9:e3:54,2462,true,-74,iptime,1257800630314,3
9c:d6:43:c8:11:80,2447,true,-59,,1257800630312,3
54:a0:50:d4:c6:38,2452,true,-75,Janggwan-RESL,1257800630308,3
90:9f:33:bb:c4:e4,2452,true,-83,CaisLab,1257800630305,3
00:24:6c:7a:8b:22,2452,true,-68,Welcome_1st_KAIST,1257800630302,3
00:24:6c:7a:8b:21,2452,true,-67,eduroam,1257800630299,3
00:24:6c:7a:8b:20,2452,true,-67,Welcome_KAIST,1257800630296,3
18:31:bf:46:ff:d8,2442,true,-59,KECI,1257800630293,3
96:53:30:29:0e:90,2437,true,-52,DIRECT-90-HP M477 LaserJet,1257800630289,3
00:24:6c:7d:f6:e2,2432,true,-62,Welcome_1st_KAIST,1257800630287,3
00:24:6c:7d:f6:e1,2432,true,-62,eduroam,1257800630284,3
6c:70:9f:e0:92:7e,2432,true,-76,HCIL,1257800630278,3
00:24:6c:7d:f6:e0,2432,true,-62,Welcome_KAIST,1257800630272,3
6e:7e:92:e0:9f:70,2432,true,-74,HCIL guest,1257800630267,3
c4:e9:84:f8:c7:72,5240,true,-75,irnlp,1257800630264,3
00:24:6c:7d:f2:f2,5240,true,-77,Welcome_1st_KAIST,1257800630261,3
